Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 49,152,800
  scalars                 : 20
  total                   : 85,852,980
Estimated FLOPs per token: 3.873226e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 450s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011346 | lrm: 1.00 | dt: 9175ms | tok/sec: 28,570 | mfu: 1.1% | epoch: 1 | remaining: 450s    
step 00404 (22.1%) | loss: 3.121886 | lrm: 1.00 | dt: 254ms | tok/sec: 1,033,111 | mfu: 40.4% | epoch: 1 | remaining: 350s    
step 00405 (22.2%) | loss: 3.123538 | lrm: 1.00 | dt: 252ms | tok/sec: 1,038,539 | mfu: 40.7% | epoch: 1 | remaining: 350s    
step 00406 (22.2%) | loss: 3.121728 | lrm: 1.00 | dt: 252ms | tok/sec: 1,040,696 | mfu: 40.7% | epoch: 1 | remaining: 350s    
step 00407 (22.3%) | loss: 3.120398 | lrm: 1.00 | dt: 252ms | tok/sec: 1,041,453 | mfu: 40.8% | epoch: 1 | remaining: 349s    
step 00408 (22.3%) | loss: 3.118944 | lrm: 1.00 | dt: 253ms | tok/sec: 1,034,437 | mfu: 40.5% | epoch: 1 | remaining: 349s    
step 00409 (22.4%) | loss: 3.115782 | lrm: 1.00 | dt: 254ms | tok/sec: 1,032,826 | mfu: 40.4% | epoch: 1 | remaining: 349s    
step 00410 (22.4%) | loss: 3.115103 | lrm: 1.00 | dt: 253ms | tok/sec: 1,036,837 | mfu: 40.6% | epoch: 1 | remaining: 349s    
step 00411 (22.5%) | loss: 3.106127 | lrm: 1.00 | dt: 252ms | tok/sec: 1,038,438 | mfu: 40.6% | epoch: 1 | remaining: 348s    
step 00412 (22.6%) | loss: 3.108045 | lrm: 1.00 | dt: 252ms | tok/sec: 1,042,054 | mfu: 40.8% | epoch: 1 | remaining: 348s    
step 00413 (22.6%) | loss: 3.106611 | lrm: 1.00 | dt: 254ms | tok/sec: 1,033,809 | mfu: 40.5% | epoch: 1 | remaining: 348s    
step 00414 (22.7%) | loss: 3.105777 | lrm: 1.00 | dt: 251ms | tok/sec: 1,042,448 | mfu: 40.8% | epoch: 1 | remaining: 348s    
step 00415 (22.7%) | loss: 3.104880 | lrm: 1.00 | dt: 253ms | tok/sec: 1,036,969 | mfu: 40.6% | epoch: 1 | remaining: 347s    
step 00416 (22.8%) | loss: 3.104403 | lrm: 1.00 | dt: 251ms | tok/sec: 1,042,425 | mfu: 40.8% | epoch: 1 | remaining: 347s    
step 00417 (22.8%) | loss: 3.105843 | lrm: 1.00 | dt: 253ms | tok/sec: 1,035,100 | mfu: 40.5% | epoch: 1 | remaining: 347s    
step 00418 (22.9%) | loss: 3.105981 | lrm: 1.00 | dt: 253ms | tok/sec: 1,034,200 | mfu: 40.5% | epoch: 1 | remaining: 347s    
step 00419 (23.0%) | loss: 3.104120 | lrm: 1.00 | dt: 254ms | tok/sec: 1,032,832 | mfu: 40.4% | epoch: 1 | remaining: 346s    
step 00420 (23.0%) | loss: 3.104900 | lrm: 1.00 | dt: 252ms | tok/sec: 1,040,435 | mfu: 40.7% | epoch: 1 | remaining: 346s    
step 00421 (23.1%) | loss: 3.099762 | lrm: 1.00 | dt: 253ms | tok/sec: 1,035,859 | mfu: 40.5% | epoch: 1 | remaining: 346s    
step 00422 (23.1%) | loss: 3.098946 | lrm: 1.00 | dt: 252ms | tok/sec: 1,039,952 | mfu: 40.7% | epoch: 1 | remaining: 346s    
step 00423 (23.2%) | loss: 3.104768 | lrm: 1.00 | dt: 253ms | tok/sec: 1,036,582 | mfu: 40.6% | epoch: 1 | remaining: 345s    
step 00424 (23.2%) | loss: 3.107462 | lrm: 1.00 | dt: 251ms | tok/sec: 1,044,435 | mfu: 40.9% | epoch: 1 | remaining: 345s    
step 00425 (23.3%) | loss: 3.102623 | lrm: 1.00 | dt: 253ms | tok/sec: 1,036,568 | mfu: 40.6% | epoch: 1 | remaining: 345s    
step 00426 (23.3%) | loss: 3.102112 | lrm: 1.00 | dt: 253ms | tok/sec: 1,034,461 | mfu: 40.5% | epoch: 1 | remaining: 345s    
step 00427 (23.4%) | loss: 3.097908 | lrm: 1.00 | dt: 252ms | tok/sec: 1,038,702 | mfu: 40.7% | epoch: 1 | remaining: 344s    
step 00428 (23.5%) | loss: 3.094218 | lrm: 1.00 | dt: 252ms | tok/sec: 1,040,261 | mfu: 40.7% | epoch: 1 | remaining: 344s    
step 00429 (23.5%) | loss: 3.092078 | lrm: 1.00 | dt: 254ms | tok/sec: 1,030,616 | mfu: 40.3% | epoch: 1 | remaining: 344s    
step 00430 (23.6%) | loss: 3.094487 | lrm: 1.00 | dt: 253ms | tok/sec: 1,036,529 | mfu: 40.6% | epoch: 1 | remaining: 344s    
step 00431 (23.6%) | loss: 3.092588 | lrm: 1.00 | dt: 252ms | tok/sec: 1,039,954 | mfu: 40.7% | epoch: 1 | remaining: 343s    
step 00432 (23.7%) | loss: 3.088630 | lrm: 1.00 | dt: 252ms | tok/sec: 1,040,994 | mfu: 40.7% | epoch: 1 | remaining: 343s    
step 00433 (23.7%) | loss: 3.091283 | lrm: 1.00 | dt: 252ms | tok/sec: 1,041,735 | mfu: 40.8% | epoch: 1 | remaining: 343s    
step 00434 (23.8%) | loss: 3.093961 | lrm: 1.00 | dt: 253ms | tok/sec: 1,034,289 | mfu: 40.5% | epoch: 1 | remaining: 343s    
step 00435 (23.9%) | loss: 3.095989 | lrm: 1.00 | dt: 253ms | tok/sec: 1,035,042 | mfu: 40.5% | epoch: 1 | remaining: 342s    
step 00436 (23.9%) | loss: 3.094589 | lrm: 1.00 | dt: 251ms | tok/sec: 1,044,896 | mfu: 40.9% | epoch: 1 | remaining: 342s    
step 00437 (24.0%) | loss: 3.093695 | lrm: 1.00 | dt: 251ms | tok/sec: 1,045,345 | mfu: 40.9% | epoch: 1 | remaining: 342s    
step 00438 (24.0%) | loss: 3.094395 | lrm: 1.00 | dt: 251ms | tok/sec: 1,045,833 | mfu: 40.9% | epoch: 1 | remaining: 342s    
step 00439 (24.1%) | loss: 3.095100 | lrm: 1.00 | dt: 255ms | tok/sec: 1,028,354 | mfu: 40.3% | epoch: 1 | remaining: 341s    
step 00440 (24.1%) | loss: 3.095431 | lrm: 1.00 | dt: 252ms | tok/sec: 1,041,957 | mfu: 40.8% | epoch: 1 | remaining: 341s    
step 00441 (24.2%) | loss: 3.098673 | lrm: 1.00 | dt: 252ms | tok/sec: 1,039,797 | mfu: 40.7% | epoch: 1 | remaining: 341s    
step 00442 (24.2%) | loss: 3.099337 | lrm: 1.00 | dt: 255ms | tok/sec: 1,028,740 | mfu: 40.3% | epoch: 1 | remaining: 341s    
step 00443 (24.3%) | loss: 3.102465 | lrm: 1.00 | dt: 251ms | tok/sec: 1,044,154 | mfu: 40.9% | epoch: 1 | remaining: 340s    
step 00444 (24.4%) | loss: 3.092192 | lrm: 1.00 | dt: 253ms | tok/sec: 1,037,772 | mfu: 40.6% | epoch: 1 | remaining: 340s    
step 00445 (24.4%) | loss: 3.089975 | lrm: 1.00 | dt: 252ms | tok/sec: 1,038,801 | mfu: 40.7% | epoch: 1 | remaining: 340s    
step 00446 (24.5%) | loss: 3.087865 | lrm: 1.00 | dt: 252ms | tok/sec: 1,041,956 | mfu: 40.8% | epoch: 1 | remaining: 340s    
step 00447 (24.5%) | loss: 3.090250 | lrm: 1.00 | dt: 252ms | tok/sec: 1,040,102 | mfu: 40.7% | epoch: 1 | remaining: 339s    
step 00448 (24.6%) | loss: 3.088924 | lrm: 1.00 | dt: 252ms | tok/sec: 1,041,604 | mfu: 40.8% | epoch: 1 | remaining: 339s    
step 00449 (24.6%) | loss: 3.089316 | lrm: 1.00 | dt: 253ms | tok/sec: 1,036,361 | mfu: 40.6% | epoch: 1 | remaining: 339s    
step 00450 (24.7%) | loss: 3.090237 | lrm: 1.00 | dt: 253ms | tok/sec: 1,037,207 | mfu: 40.6% | epoch: 1 | remaining: 339s    
step 00451 (24.7%) | loss: 3.091208 | lrm: 1.00 | dt: 253ms | tok/sec: 1,034,555 | mfu: 40.5% | epoch: 1 | remaining: 338s    
step 00452 (24.8%) | loss: 3.094440 | lrm: 1.00 | dt: 253ms | tok/sec: 1,037,986 | mfu: 40.6% | epoch: 1 | remaining: 338s    
step 00453 (24.9%) | loss: 3.097487 | lrm: 1.00 | dt: 253ms | tok/sec: 1,035,871 | mfu: 40.5% | epoch: 1 | remaining: 338s    
step 00454 (24.9%) | loss: 3.094791 | lrm: 1.00 | dt: 253ms | tok/sec: 1,037,807 | mfu: 40.6% | epoch: 1 | remaining: 338s    
step 00455 (25.0%) | loss: 3.094654 | lrm: 1.00 | dt: 253ms | tok/sec: 1,038,036 | mfu: 40.6% | epoch: 1 | remaining: 337s    
step 00456 (25.0%) | loss: 3.096777 | lrm: 1.00 | dt: 251ms | tok/sec: 1,044,599 | mfu: 40.9% | epoch: 1 | remaining: 337s    
step 00457 (25.1%) | loss: 3.095680 | lrm: 1.00 | dt: 251ms | tok/sec: 1,045,540 | mfu: 40.9% | epoch: 1 | remaining: 337s    
step 00458 (25.1%) | loss: 3.095486 | lrm: 1.00 | dt: 253ms | tok/sec: 1,034,233 | mfu: 40.5% | epoch: 1 | remaining: 337s    
step 00459 (25.2%) | loss: 3.093633 | lrm: 1.00 | dt: 253ms | tok/sec: 1,037,741 | mfu: 40.6% | epoch: 1 | remaining: 336s    
step 00460 (25.3%) | loss: 3.094077 | lrm: 1.00 | dt: 252ms | tok/sec: 1,040,806 | mfu: 40.7% | epoch: 1 | remaining: 336s    
step 00461 (25.3%) | loss: 3.097032 | lrm: 1.00 | dt: 253ms | tok/sec: 1,037,179 | mfu: 40.6% | epoch: 1 | remaining: 336s    
step 00462 (25.4%) | loss: 3.099157 | lrm: 1.00 | dt: 253ms | tok/sec: 1,036,765 | mfu: 40.6% | epoch: 1 | remaining: 336s    
step 00463 (25.4%) | loss: 3.100474 | lrm: 1.00 | dt: 255ms | tok/sec: 1,026,749 | mfu: 40.2% | epoch: 1 | remaining: 335s    
step 00464 (25.5%) | loss: 3.094788 | lrm: 1.00 | dt: 252ms | tok/sec: 1,038,637 | mfu: 40.7% | epoch: 1 | remaining: 335s    
step 00465 (25.5%) | loss: 3.092237 | lrm: 1.00 | dt: 252ms | tok/sec: 1,041,009 | mfu: 40.7% | epoch: 1 | remaining: 335s    
step 00466 (25.6%) | loss: 3.090773 | lrm: 1.00 | dt: 255ms | tok/sec: 1,027,834 | mfu: 40.2% | epoch: 1 | remaining: 335s    
step 00467 (25.6%) | loss: 3.087790 | lrm: 1.00 | dt: 251ms | tok/sec: 1,042,988 | mfu: 40.8% | epoch: 1 | remaining: 334s    
step 00468 (25.7%) | loss: 3.092043 | lrm: 1.00 | dt: 252ms | tok/sec: 1,038,825 | mfu: 40.7% | epoch: 1 | remaining: 334s    
step 00469 (25.8%) | loss: 3.090316 | lrm: 1.00 | dt: 253ms | tok/sec: 1,037,226 | mfu: 40.6% | epoch: 1 | remaining: 334s    
step 00470 (25.8%) | loss: 3.089473 | lrm: 1.00 | dt: 253ms | tok/sec: 1,034,941 | mfu: 40.5% | epoch: 1 | remaining: 334s    
step 00471 (25.9%) | loss: 3.087138 | lrm: 1.00 | dt: 252ms | tok/sec: 1,041,861 | mfu: 40.8% | epoch: 1 | remaining: 333s    
step 00472 (25.9%) | loss: 3.084971 | lrm: 1.00 | dt: 254ms | tok/sec: 1,033,819 | mfu: 40.5% | epoch: 1 | remaining: 333s    
step 00473 (26.0%) | loss: 3.083275 | lrm: 1.00 | dt: 252ms | tok/sec: 1,040,068 | mfu: 40.7% | epoch: 1 | remaining: 333s    
step 00474 (26.0%) | loss: 3.088540 | lrm: 1.00 | dt: 252ms | tok/sec: 1,039,690 | mfu: 40.7% | epoch: 1 | remaining: 333s    
step 00475 (26.1%) | loss: 3.083302 | lrm: 1.00 | dt: 251ms | tok/sec: 1,042,424 | mfu: 40.8% | epoch: 1 | remaining: 332s    
step 00476 (26.2%) | loss: 3.084313 | lrm: 1.00 | dt: 253ms | tok/sec: 1,036,560 | mfu: 40.6% | epoch: 1 | remaining: 332s    
step 00477 (26.2%) | loss: 3.085450 | lrm: 1.00 | dt: 254ms | tok/sec: 1,032,446 | mfu: 40.4% | epoch: 1 | remaining: 332s    
step 00478 (26.3%) | loss: 3.088417 | lrm: 1.00 | dt: 252ms | tok/sec: 1,040,237 | mfu: 40.7% | epoch: 1 | remaining: 332s    
step 00479 (26.3%) | loss: 3.086422 | lrm: 1.00 | dt: 253ms | tok/sec: 1,035,292 | mfu: 40.5% | epoch: 1 | remaining: 331s    
step 00480 (26.4%) | loss: 3.081361 | lrm: 1.00 | dt: 254ms | tok/sec: 1,032,929 | mfu: 40.4% | epoch: 1 | remaining: 331s    
step 00481 (26.4%) | loss: 3.076698 | lrm: 1.00 | dt: 251ms | tok/sec: 1,042,568 | mfu: 40.8% | epoch: 1 | remaining: 331s    
step 00482 (26.5%) | loss: 3.069100 | lrm: 1.00 | dt: 252ms | tok/sec: 1,039,307 | mfu: 40.7% | epoch: 1 | remaining: 331s    
step 00483 (26.5%) | loss: 3.069727 | lrm: 1.00 | dt: 253ms | tok/sec: 1,037,384 | mfu: 40.6% | epoch: 1 | remaining: 330s    
step 00484 (26.6%) | loss: 3.067398 | lrm: 1.00 | dt: 251ms | tok/sec: 1,043,767 | mfu: 40.9% | epoch: 1 | remaining: 330s    
step 00485 (26.7%) | loss: 3.070038 | lrm: 1.00 | dt: 253ms | tok/sec: 1,037,660 | mfu: 40.6% | epoch: 1 | remaining: 330s    
step 00486 (26.7%) | loss: 3.072849 | lrm: 1.00 | dt: 252ms | tok/sec: 1,038,726 | mfu: 40.7% | epoch: 1 | remaining: 330s    
step 00487 (26.8%) | loss: 3.073322 | lrm: 1.00 | dt: 251ms | tok/sec: 1,044,961 | mfu: 40.9% | epoch: 1 | remaining: 329s    
step 00488 (26.8%) | loss: 3.076812 | lrm: 1.00 | dt: 254ms | tok/sec: 1,032,466 | mfu: 40.4% | epoch: 1 | remaining: 329s    
step 00489 (26.9%) | loss: 3.076850 | lrm: 1.00 | dt: 252ms | tok/sec: 1,040,269 | mfu: 40.7% | epoch: 1 | remaining: 329s    
step 00490 (26.9%) | loss: 3.077843 | lrm: 1.00 | dt: 252ms | tok/sec: 1,040,071 | mfu: 40.7% | epoch: 1 | remaining: 329s    
step 00491 (27.0%) | loss: 3.070627 | lrm: 1.00 | dt: 252ms | tok/sec: 1,039,358 | mfu: 40.7% | epoch: 1 | remaining: 328s    
step 00492 (27.0%) | loss: 3.067062 | lrm: 1.00 | dt: 252ms | tok/sec: 1,041,571 | mfu: 40.8% | epoch: 1 | remaining: 328s    
step 00493 (27.1%) | loss: 3.063758 | lrm: 1.00 | dt: 253ms | tok/sec: 1,037,293 | mfu: 40.6% | epoch: 1 | remaining: 328s    
step 00494 (27.2%) | loss: 3.067815 | lrm: 1.00 | dt: 253ms | tok/sec: 1,038,045 | mfu: 40.6% | epoch: 1 | remaining: 328s    
step 00495 (27.2%) | loss: 3.059823 | lrm: 1.00 | dt: 252ms | tok/sec: 1,039,918 | mfu: 40.7% | epoch: 1 | remaining: 327s    
step 00496 (27.3%) | loss: 3.059237 | lrm: 1.00 | dt: 253ms | tok/sec: 1,035,648 | mfu: 40.5% | epoch: 1 | remaining: 327s    
step 00497 (27.3%) | loss: 3.061654 | lrm: 1.00 | dt: 252ms | tok/sec: 1,042,034 | mfu: 40.8% | epoch: 1 | remaining: 327s    
step 00498 (27.4%) | loss: 3.064373 | lrm: 1.00 | dt: 252ms | tok/sec: 1,038,339 | mfu: 40.6% | epoch: 1 | remaining: 327s    
step 00499 (27.4%) | loss: 3.065386 | lrm: 1.00 | dt: 252ms | tok/sec: 1,038,430 | mfu: 40.6% | epoch: 1 | remaining: 326s    
step 00500 (27.5%) | loss: 3.059625 | lrm: 1.00 | dt: 254ms | tok/sec: 1,030,182 | mfu: 40.3% | epoch: 1 | remaining: 326s    
step 00501 (27.6%) | loss: 3.060915 | lrm: 1.00 | dt: 253ms | tok/sec: 1,036,041 | mfu: 40.6% | epoch: 1 | remaining: 326s    
step 00502 (27.6%) | loss: 3.059525 | lrm: 1.00 | dt: 253ms | tok/sec: 1,037,248 | mfu: 40.6% | epoch: 1 | remaining: 325s    
step 00503 (27.7%) | loss: 3.062809 | lrm: 1.00 | dt: 254ms | tok/sec: 1,031,791 | mfu: 40.4% | epoch: 1 | remaining: 325s    
step 00504 (27.7%) | loss: 3.061912 | lrm: 1.00 | dt: 253ms | tok/sec: 1,035,522 | mfu: 40.5% | epoch: 1 | remaining: 325s    
step 00505 (27.8%) | loss: 3.064686 | lrm: 1.00 | dt: 251ms | tok/sec: 1,042,500 | mfu: 40.8% | epoch: 1 | remaining: 325s    
step 00506 (27.8%) | loss: 3.063048 | lrm: 1.00 | dt: 252ms | tok/sec: 1,042,108 | mfu: 40.8% | epoch: 1 | remaining: 324s    
step 00507 (27.9%) | loss: 3.066467 | lrm: 1.00 | dt: 255ms | tok/sec: 1,029,394 | mfu: 40.3% | epoch: 1 | remaining: 324s    
step 00508 (27.9%) | loss: 3.056725 | lrm: 1.00 | dt: 251ms | tok/sec: 1,044,617 | mfu: 40.9% | epoch: 1 | remaining: 324s    
step 00509 (28.0%) | loss: 3.061417 | lrm: 1.00 | dt: 252ms | tok/sec: 1,039,313 | mfu: 40.7% | epoch: 1 | remaining: 324s    
step 00510 (28.1%) | loss: 3.057711 | lrm: 1.00 | dt: 251ms | tok/sec: 1,045,775 | mfu: 40.9% | epoch: 1 | remaining: 323s    
step 00511 (28.1%) | loss: 3.058669 | lrm: 1.00 | dt: 253ms | tok/sec: 1,037,848 | mfu: 40.6% | epoch: 1 | remaining: 323s    
step 00512 (28.2%) | loss: 3.057548 | lrm: 1.00 | dt: 254ms | tok/sec: 1,033,195 | mfu: 40.4% | epoch: 1 | remaining: 323s    
step 00513 (28.2%) | loss: 3.053452 | lrm: 1.00 | dt: 251ms | tok/sec: 1,044,909 | mfu: 40.9% | epoch: 1 | remaining: 323s    
step 00514 (28.3%) | loss: 3.049704 | lrm: 1.00 | dt: 252ms | tok/sec: 1,038,820 | mfu: 40.7% | epoch: 1 | remaining: 322s    
step 00515 (28.3%) | loss: 3.052189 | lrm: 1.00 | dt: 253ms | tok/sec: 1,037,163 | mfu: 40.6% | epoch: 1 | remaining: 322s    
step 00516 (28.4%) | loss: 3.051802 | lrm: 1.00 | dt: 254ms | tok/sec: 1,033,093 | mfu: 40.4% | epoch: 1 | remaining: 322s    
step 00517 (28.5%) | loss: 3.046929 | lrm: 1.00 | dt: 254ms | tok/sec: 1,032,509 | mfu: 40.4% | epoch: 1 | remaining: 322s    
step 00518 (28.5%) | loss: 3.049564 | lrm: 1.00 | dt: 253ms | tok/sec: 1,037,428 | mfu: 40.6% | epoch: 1 | remaining: 321s    
step 00519 (28.6%) | loss: 3.050690 | lrm: 1.00 | dt: 255ms | tok/sec: 1,029,746 | mfu: 40.3% | epoch: 1 | remaining: 321s    
step 00520 (28.6%) | loss: 3.051804 | lrm: 1.00 | dt: 254ms | tok/sec: 1,033,833 | mfu: 40.5% | epoch: 1 | remaining: 321s    
step 00521 (28.7%) | loss: 3.051461 | lrm: 1.00 | dt: 253ms | tok/sec: 1,035,809 | mfu: 40.5% | epoch: 1 | remaining: 321s    
step 00522 (28.7%) | loss: 3.050528 | lrm: 1.00 | dt: 252ms | tok/sec: 1,040,550 | mfu: 40.7% | epoch: 1 | remaining: 320s    
step 00523 (28.8%) | loss: 3.049279 | lrm: 1.00 | dt: 253ms | tok/sec: 1,035,475 | mfu: 40.5% | epoch: 1 | remaining: 320s    
step 00524 (28.8%) | loss: 3.052069 | lrm: 1.00 | dt: 253ms | tok/sec: 1,037,857 | mfu: 40.6% | epoch: 1 | remaining: 320s    
step 00525 (28.9%) | loss: 3.052908 | lrm: 1.00 | dt: 252ms | tok/sec: 1,040,774 | mfu: 40.7% | epoch: 1 | remaining: 320s    
step 00526 (29.0%) | loss: 3.049911 | lrm: 1.00 | dt: 252ms | tok/sec: 1,039,637 | mfu: 40.7% | epoch: 1 | remaining: 319s    
step 00527 (29.0%) | loss: 3.050289 | lrm: 1.00 | dt: 252ms | tok/sec: 1,039,002 | mfu: 40.7% | epoch: 1 | remaining: 319s    
step 00528 (29.1%) | loss: 3.047800 | lrm: 1.00 | dt: 252ms | tok/sec: 1,041,453 | mfu: 40.8% | epoch: 1 | remaining: 319s    
step 00529 (29.1%) | loss: 3.049500 | lrm: 1.00 | dt: 255ms | tok/sec: 1,027,078 | mfu: 40.2% | epoch: 1 | remaining: 319s    
step 00530 (29.2%) | loss: 3.047586 | lrm: 1.00 | dt: 251ms | tok/sec: 1,045,569 | mfu: 40.9% | epoch: 1 | remaining: 318s    
step 00531 (29.2%) | loss: 3.047665 | lrm: 1.00 | dt: 252ms | tok/sec: 1,041,127 | mfu: 40.8% | epoch: 1 | remaining: 318s    
step 00532 (29.3%) | loss: 3.047763 | lrm: 1.00 | dt: 251ms | tok/sec: 1,045,451 | mfu: 40.9% | epoch: 1 | remaining: 318s    
step 00533 (29.4%) | loss: 3.044082 | lrm: 1.00 | dt: 252ms | tok/sec: 1,040,602 | mfu: 40.7% | epoch: 1 | remaining: 318s    
step 00534 (29.4%) | loss: 3.041953 | lrm: 1.00 | dt: 251ms | tok/sec: 1,044,023 | mfu: 40.9% | epoch: 1 | remaining: 317s    
step 00535 (29.5%) | loss: 3.039891 | lrm: 1.00 | dt: 250ms | tok/sec: 1,049,832 | mfu: 41.1% | epoch: 1 | remaining: 317s    
step 00536 (29.5%) | loss: 3.035616 | lrm: 1.00 | dt: 253ms | tok/sec: 1,035,270 | mfu: 40.5% | epoch: 1 | remaining: 317s    
step 00537 (29.6%) | loss: 3.036779 | lrm: 1.00 | dt: 252ms | tok/sec: 1,041,878 | mfu: 40.8% | epoch: 1 | remaining: 317s    
step 00538 (29.6%) | loss: 3.039575 | lrm: 1.00 | dt: 253ms | tok/sec: 1,035,998 | mfu: 40.6% | epoch: 1 | remaining: 316s    
step 00539 (29.7%) | loss: 3.037136 | lrm: 1.00 | dt: 253ms | tok/sec: 1,038,106 | mfu: 40.6% | epoch: 1 | remaining: 316s    
step 00540 (29.7%) | loss: 3.038674 | lrm: 1.00 | dt: 252ms | tok/sec: 1,039,636 | mfu: 40.7% | epoch: 1 | remaining: 316s    
step 00541 (29.8%) | loss: 3.040284 | lrm: 1.00 | dt: 254ms | tok/sec: 1,033,154 | mfu: 40.4% | epoch: 1 | remaining: 316s    
step 00542 (29.9%) | loss: 3.037351 | lrm: 1.00 | dt: 251ms | tok/sec: 1,043,704 | mfu: 40.9% | epoch: 1 | remaining: 315s    
step 00543 (29.9%) | loss: 3.038746 | lrm: 1.00 | dt: 253ms | tok/sec: 1,034,321 | mfu: 40.5% | epoch: 1 | remaining: 315s    
step 00544 (30.0%) | loss: 3.041168 | lrm: 1.00 | dt: 253ms | tok/sec: 1,037,304 | mfu: 40.6% | epoch: 1 | remaining: 315s    
step 00545 (30.0%) | loss: 3.043467 | lrm: 1.00 | dt: 253ms | tok/sec: 1,036,008 | mfu: 40.6% | epoch: 1 | remaining: 315s    
step 00546 (30.1%) | loss: 3.043003 | lrm: 1.00 | dt: 253ms | tok/sec: 1,037,376 | mfu: 40.6% | epoch: 1 | remaining: 314s    
step 00547 (30.1%) | loss: 3.039907 | lrm: 1.00 | dt: 254ms | tok/sec: 1,031,490 | mfu: 40.4% | epoch: 1 | remaining: 314s    
step 00548 (30.2%) | loss: 3.039797 | lrm: 1.00 | dt: 253ms | tok/sec: 1,036,259 | mfu: 40.6% | epoch: 1 | remaining: 314s    
step 00549 (30.2%) | loss: 3.038456 | lrm: 1.00 | dt: 252ms | tok/sec: 1,040,193 | mfu: 40.7% | epoch: 1 | remaining: 314s    
step 00550 (30.3%) | loss: 3.039373 | lrm: 1.00 | dt: 255ms | tok/sec: 1,028,064 | mfu: 40.2% | epoch: 1 | remaining: 313s    
step 00551 (30.4%) | loss: 3.035747 | lrm: 0.99 | dt: 253ms | tok/sec: 1,037,976 | mfu: 40.6% | epoch: 1 | remaining: 313s    
step 00552 (30.4%) | loss: 3.035063 | lrm: 0.99 | dt: 251ms | tok/sec: 1,042,906 | mfu: 40.8% | epoch: 1 | remaining: 313s    
step 00553 (30.5%) | loss: 3.041616 | lrm: 0.99 | dt: 255ms | tok/sec: 1,029,709 | mfu: 40.3% | epoch: 1 | remaining: 313s    
step 00554 (30.5%) | loss: 3.039538 | lrm: 0.99 | dt: 251ms | tok/sec: 1,044,558 | mfu: 40.9% | epoch: 1 | remaining: 312s    
step 00555 (30.6%) | loss: 3.038092 | lrm: 0.99 | dt: 253ms | tok/sec: 1,035,939 | mfu: 40.6% | epoch: 1 | remaining: 312s    
step 00556 (30.6%) | loss: 3.040729 | lrm: 0.99 | dt: 251ms | tok/sec: 1,044,769 | mfu: 40.9% | epoch: 1 | remaining: 312s    
step 00557 (30.7%) | loss: 3.037818 | lrm: 0.99 | dt: 252ms | tok/sec: 1,039,832 | mfu: 40.7% | epoch: 1 | remaining: 312s    
step 00558 (30.8%) | loss: 3.037929 | lrm: 0.99 | dt: 254ms | tok/sec: 1,030,401 | mfu: 40.3% | epoch: 1 | remaining: 311s    
step 00559 (30.8%) | loss: 3.039476 | lrm: 0.99 | dt: 251ms | tok/sec: 1,042,725 | mfu: 40.8% | epoch: 1 | remaining: 311s    
step 00560 (30.9%) | loss: 3.037958 | lrm: 0.99 | dt: 252ms | tok/sec: 1,040,349 | mfu: 40.7% | epoch: 1 | remaining: 311s    
step 00561 (30.9%) | loss: 3.037600 | lrm: 0.99 | dt: 256ms | tok/sec: 1,024,643 | mfu: 40.1% | epoch: 1 | remaining: 311s    
step 00562 (31.0%) | loss: 3.039208 | lrm: 0.99 | dt: 252ms | tok/sec: 1,040,905 | mfu: 40.7% | epoch: 1 | remaining: 310s    
step 00563 (31.0%) | loss: 3.040409 | lrm: 0.99 | dt: 252ms | tok/sec: 1,041,235 | mfu: 40.8% | epoch: 1 | remaining: 310s    
step 00564 (31.1%) | loss: 3.043787 | lrm: 0.98 | dt: 254ms | tok/sec: 1,032,729 | mfu: 40.4% | epoch: 1 | remaining: 310s    
step 00565 (31.1%) | loss: 3.042183 | lrm: 0.98 | dt: 252ms | tok/sec: 1,040,164 | mfu: 40.7% | epoch: 1 | remaining: 310s    
step 00566 (31.2%) | loss: 3.040476 | lrm: 0.98 | dt: 253ms | tok/sec: 1,036,197 | mfu: 40.6% | epoch: 1 | remaining: 309s    
step 00567 (31.3%) | loss: 3.041601 | lrm: 0.98 | dt: 252ms | tok/sec: 1,040,657 | mfu: 40.7% | epoch: 1 | remaining: 309s    
step 00568 (31.3%) | loss: 3.042212 | lrm: 0.98 | dt: 251ms | tok/sec: 1,042,480 | mfu: 40.8% | epoch: 1 | remaining: 309s    
step 00569 (31.4%) | loss: 3.039474 | lrm: 0.98 | dt: 253ms | tok/sec: 1,036,349 | mfu: 40.6% | epoch: 1 | remaining: 309s    
step 00570 (31.4%) | loss: 3.038581 | lrm: 0.98 | dt: 254ms | tok/sec: 1,033,420 | mfu: 40.5% | epoch: 1 | remaining: 308s    
step 00571 (31.5%) | loss: 3.036908 | lrm: 0.98 | dt: 251ms | tok/sec: 1,045,308 | mfu: 40.9% | epoch: 1 | remaining: 308s    
