Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 49,178,450
  scalars                 : 20
  total                   : 85,878,630
Estimated FLOPs per token: 4.012390e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 1200s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011343 | lrm: 1.00 | dt: 26648ms | tok/sec: 9,837 | mfu: 0.4% | epoch: 1 | remaining: 1200s    
step 00001 (0.1%) | loss: 9.196765 | lrm: 1.00 | dt: 350ms | tok/sec: 749,064 | mfu: 30.4% | epoch: 1 | remaining: 1200s    
step 00002 (0.1%) | loss: 9.106667 | lrm: 1.00 | dt: 352ms | tok/sec: 745,609 | mfu: 30.2% | epoch: 1 | remaining: 1200s    
step 00003 (0.2%) | loss: 8.744879 | lrm: 1.00 | dt: 357ms | tok/sec: 734,231 | mfu: 29.8% | epoch: 1 | remaining: 1200s    
step 00004 (0.2%) | loss: 8.459983 | lrm: 1.00 | dt: 351ms | tok/sec: 745,902 | mfu: 30.2% | epoch: 1 | remaining: 1200s    
step 00005 (0.3%) | loss: 8.193187 | lrm: 1.00 | dt: 352ms | tok/sec: 745,166 | mfu: 30.2% | epoch: 1 | remaining: 1200s    
step 00006 (0.3%) | loss: 7.974858 | lrm: 1.00 | dt: 357ms | tok/sec: 734,991 | mfu: 29.8% | epoch: 1 | remaining: 1200s    
step 00007 (0.4%) | loss: 7.776139 | lrm: 1.00 | dt: 354ms | tok/sec: 741,271 | mfu: 30.1% | epoch: 1 | remaining: 1200s    
step 00008 (0.4%) | loss: 7.586350 | lrm: 1.00 | dt: 352ms | tok/sec: 744,231 | mfu: 30.2% | epoch: 1 | remaining: 1200s    
step 00009 (0.5%) | loss: 7.396434 | lrm: 1.00 | dt: 356ms | tok/sec: 737,149 | mfu: 29.9% | epoch: 1 | remaining: 1200s    
step 00010 (0.6%) | loss: 7.219789 | lrm: 1.00 | dt: 353ms | tok/sec: 742,197 | mfu: 30.1% | epoch: 1 | remaining: 1200s    
step 00011 (0.6%) | loss: 7.049798 | lrm: 1.00 | dt: 352ms | tok/sec: 744,402 | mfu: 30.2% | epoch: 1 | remaining: 1200s    
step 00012 (0.7%) | loss: 6.894256 | lrm: 1.00 | dt: 356ms | tok/sec: 735,759 | mfu: 29.8% | epoch: 1 | remaining: 1199s    
step 00013 (0.7%) | loss: 6.754654 | lrm: 1.00 | dt: 355ms | tok/sec: 738,105 | mfu: 29.9% | epoch: 1 | remaining: 1199s    
step 00155 (8.6%) | loss: 3.506808 | lrm: 1.00 | dt: 357ms | tok/sec: 734,412 | mfu: 29.8% | epoch: 1 | remaining: 1148s    
step 00156 (8.7%) | loss: 3.508064 | lrm: 1.00 | dt: 356ms | tok/sec: 736,845 | mfu: 29.9% | epoch: 1 | remaining: 1148s    
step 00157 (8.7%) | loss: 3.499394 | lrm: 1.00 | dt: 356ms | tok/sec: 737,385 | mfu: 29.9% | epoch: 1 | remaining: 1148s    
step 00158 (8.8%) | loss: 3.492587 | lrm: 1.00 | dt: 357ms | tok/sec: 733,828 | mfu: 29.8% | epoch: 1 | remaining: 1147s    
step 00159 (8.8%) | loss: 3.487293 | lrm: 1.00 | dt: 360ms | tok/sec: 728,344 | mfu: 29.5% | epoch: 1 | remaining: 1147s    
step 00160 (8.9%) | loss: 3.482707 | lrm: 1.00 | dt: 358ms | tok/sec: 731,265 | mfu: 29.7% | epoch: 1 | remaining: 1146s    
step 00161 (8.9%) | loss: 3.477571 | lrm: 1.00 | dt: 358ms | tok/sec: 733,257 | mfu: 29.7% | epoch: 1 | remaining: 1146s    
step 00162 (9.0%) | loss: 3.474429 | lrm: 1.00 | dt: 359ms | tok/sec: 730,410 | mfu: 29.6% | epoch: 1 | remaining: 1146s    
step 00163 (9.1%) | loss: 3.468476 | lrm: 1.00 | dt: 357ms | tok/sec: 735,202 | mfu: 29.8% | epoch: 1 | remaining: 1145s    
step 00164 (9.1%) | loss: 3.467822 | lrm: 1.00 | dt: 358ms | tok/sec: 733,068 | mfu: 29.7% | epoch: 1 | remaining: 1145s    
step 00165 (9.2%) | loss: 3.463400 | lrm: 1.00 | dt: 357ms | tok/sec: 735,321 | mfu: 29.8% | epoch: 1 | remaining: 1145s    
step 00166 (9.2%) | loss: 3.462561 | lrm: 1.00 | dt: 356ms | tok/sec: 736,869 | mfu: 29.9% | epoch: 1 | remaining: 1144s    
step 00167 (9.3%) | loss: 3.458470 | lrm: 1.00 | dt: 358ms | tok/sec: 731,243 | mfu: 29.7% | epoch: 1 | remaining: 1144s    
step 00168 (9.3%) | loss: 3.453797 | lrm: 1.00 | dt: 357ms | tok/sec: 735,225 | mfu: 29.8% | epoch: 1 | remaining: 1144s    
step 00169 (9.4%) | loss: 3.450375 | lrm: 1.00 | dt: 358ms | tok/sec: 731,301 | mfu: 29.7% | epoch: 1 | remaining: 1143s    
step 00170 (9.4%) | loss: 3.444789 | lrm: 1.00 | dt: 358ms | tok/sec: 732,656 | mfu: 29.7% | epoch: 1 | remaining: 1143s    
step 00171 (9.5%) | loss: 3.447548 | lrm: 1.00 | dt: 357ms | tok/sec: 734,145 | mfu: 29.8% | epoch: 1 | remaining: 1143s    
step 00172 (9.6%) | loss: 3.447177 | lrm: 1.00 | dt: 356ms | tok/sec: 736,188 | mfu: 29.9% | epoch: 1 | remaining: 1142s    
step 00173 (9.6%) | loss: 3.444370 | lrm: 1.00 | dt: 357ms | tok/sec: 735,012 | mfu: 29.8% | epoch: 1 | remaining: 1142s    
step 00174 (9.7%) | loss: 3.440201 | lrm: 1.00 | dt: 358ms | tok/sec: 732,263 | mfu: 29.7% | epoch: 1 | remaining: 1141s    
step 00175 (9.7%) | loss: 3.436677 | lrm: 1.00 | dt: 356ms | tok/sec: 736,464 | mfu: 29.9% | epoch: 1 | remaining: 1141s    
step 00176 (9.8%) | loss: 3.436313 | lrm: 1.00 | dt: 358ms | tok/sec: 732,838 | mfu: 29.7% | epoch: 1 | remaining: 1141s    
step 00177 (9.8%) | loss: 3.429292 | lrm: 1.00 | dt: 358ms | tok/sec: 732,770 | mfu: 29.7% | epoch: 1 | remaining: 1140s    
step 00178 (9.9%) | loss: 3.429634 | lrm: 1.00 | dt: 356ms | tok/sec: 737,143 | mfu: 29.9% | epoch: 1 | remaining: 1140s    
step 00179 (9.9%) | loss: 3.422686 | lrm: 1.00 | dt: 358ms | tok/sec: 731,640 | mfu: 29.7% | epoch: 1 | remaining: 1140s    
step 00180 (10.0%) | loss: 3.417708 | lrm: 1.00 | dt: 358ms | tok/sec: 733,257 | mfu: 29.7% | epoch: 1 | remaining: 1139s    
step 00181 (10.1%) | loss: 3.416452 | lrm: 1.00 | dt: 356ms | tok/sec: 736,978 | mfu: 29.9% | epoch: 1 | remaining: 1139s    
step 00182 (10.1%) | loss: 3.416228 | lrm: 1.00 | dt: 359ms | tok/sec: 730,472 | mfu: 29.6% | epoch: 1 | remaining: 1139s    
step 00183 (10.2%) | loss: 3.412226 | lrm: 1.00 | dt: 360ms | tok/sec: 728,600 | mfu: 29.5% | epoch: 1 | remaining: 1138s    
step 00184 (10.2%) | loss: 3.407315 | lrm: 1.00 | dt: 357ms | tok/sec: 733,462 | mfu: 29.7% | epoch: 1 | remaining: 1138s    
step 00185 (10.3%) | loss: 3.402448 | lrm: 1.00 | dt: 359ms | tok/sec: 729,861 | mfu: 29.6% | epoch: 1 | remaining: 1138s    
step 00186 (10.3%) | loss: 3.402444 | lrm: 1.00 | dt: 359ms | tok/sec: 730,185 | mfu: 29.6% | epoch: 1 | remaining: 1137s    
step 00187 (10.4%) | loss: 3.403044 | lrm: 1.00 | dt: 355ms | tok/sec: 738,291 | mfu: 29.9% | epoch: 1 | remaining: 1137s    
step 00188 (10.4%) | loss: 3.400451 | lrm: 1.00 | dt: 357ms | tok/sec: 734,754 | mfu: 29.8% | epoch: 1 | remaining: 1136s    
step 00189 (10.5%) | loss: 3.398677 | lrm: 1.00 | dt: 356ms | tok/sec: 736,093 | mfu: 29.8% | epoch: 1 | remaining: 1136s    
step 00190 (10.6%) | loss: 3.399191 | lrm: 1.00 | dt: 358ms | tok/sec: 732,518 | mfu: 29.7% | epoch: 1 | remaining: 1136s    
step 00191 (10.6%) | loss: 3.399411 | lrm: 1.00 | dt: 359ms | tok/sec: 730,298 | mfu: 29.6% | epoch: 1 | remaining: 1135s    
step 00192 (10.7%) | loss: 3.399628 | lrm: 1.00 | dt: 358ms | tok/sec: 733,091 | mfu: 29.7% | epoch: 1 | remaining: 1135s    
step 00193 (10.7%) | loss: 3.400938 | lrm: 1.00 | dt: 358ms | tok/sec: 732,821 | mfu: 29.7% | epoch: 1 | remaining: 1135s    
step 00194 (10.8%) | loss: 3.394333 | lrm: 1.00 | dt: 358ms | tok/sec: 732,831 | mfu: 29.7% | epoch: 1 | remaining: 1134s    
step 00195 (10.8%) | loss: 3.389224 | lrm: 1.00 | dt: 357ms | tok/sec: 733,864 | mfu: 29.8% | epoch: 1 | remaining: 1134s    
step 00196 (10.9%) | loss: 3.387126 | lrm: 1.00 | dt: 356ms | tok/sec: 736,804 | mfu: 29.9% | epoch: 1 | remaining: 1134s    
step 00197 (10.9%) | loss: 3.387002 | lrm: 1.00 | dt: 358ms | tok/sec: 732,474 | mfu: 29.7% | epoch: 1 | remaining: 1133s    
step 00198 (11.0%) | loss: 3.382433 | lrm: 1.00 | dt: 357ms | tok/sec: 735,073 | mfu: 29.8% | epoch: 1 | remaining: 1133s    
step 00199 (11.1%) | loss: 3.379614 | lrm: 1.00 | dt: 360ms | tok/sec: 728,719 | mfu: 29.5% | epoch: 1 | remaining: 1133s    
step 00200 (11.1%) | loss: 3.377849 | lrm: 1.00 | dt: 358ms | tok/sec: 731,579 | mfu: 29.7% | epoch: 1 | remaining: 1132s    
step 00201 (11.2%) | loss: 3.376337 | lrm: 1.00 | dt: 357ms | tok/sec: 734,141 | mfu: 29.8% | epoch: 1 | remaining: 1132s    
step 00202 (11.2%) | loss: 3.373813 | lrm: 1.00 | dt: 358ms | tok/sec: 732,339 | mfu: 29.7% | epoch: 1 | remaining: 1131s    
step 00203 (11.3%) | loss: 3.367137 | lrm: 1.00 | dt: 359ms | tok/sec: 730,287 | mfu: 29.6% | epoch: 1 | remaining: 1131s    
step 00204 (11.3%) | loss: 3.361522 | lrm: 1.00 | dt: 356ms | tok/sec: 735,600 | mfu: 29.8% | epoch: 1 | remaining: 1131s    
step 00205 (11.4%) | loss: 3.357958 | lrm: 1.00 | dt: 356ms | tok/sec: 736,889 | mfu: 29.9% | epoch: 1 | remaining: 1130s    
step 00206 (11.4%) | loss: 3.353356 | lrm: 1.00 | dt: 356ms | tok/sec: 736,930 | mfu: 29.9% | epoch: 1 | remaining: 1130s    
step 00207 (11.5%) | loss: 3.353012 | lrm: 1.00 | dt: 359ms | tok/sec: 730,408 | mfu: 29.6% | epoch: 1 | remaining: 1130s    
step 00208 (11.6%) | loss: 3.341626 | lrm: 1.00 | dt: 357ms | tok/sec: 734,903 | mfu: 29.8% | epoch: 1 | remaining: 1129s    
step 00209 (11.6%) | loss: 3.333468 | lrm: 1.00 | dt: 360ms | tok/sec: 728,555 | mfu: 29.5% | epoch: 1 | remaining: 1129s    
step 00210 (11.7%) | loss: 3.329443 | lrm: 1.00 | dt: 359ms | tok/sec: 730,220 | mfu: 29.6% | epoch: 1 | remaining: 1129s    
step 00211 (11.7%) | loss: 3.330358 | lrm: 1.00 | dt: 357ms | tok/sec: 734,573 | mfu: 29.8% | epoch: 1 | remaining: 1128s    
step 00212 (11.8%) | loss: 3.327302 | lrm: 1.00 | dt: 355ms | tok/sec: 737,459 | mfu: 29.9% | epoch: 1 | remaining: 1128s    
step 00213 (11.8%) | loss: 3.329427 | lrm: 1.00 | dt: 354ms | tok/sec: 740,617 | mfu: 30.0% | epoch: 1 | remaining: 1128s    
step 00214 (11.9%) | loss: 3.327162 | lrm: 1.00 | dt: 358ms | tok/sec: 732,373 | mfu: 29.7% | epoch: 1 | remaining: 1127s    
step 00215 (11.9%) | loss: 3.323413 | lrm: 1.00 | dt: 357ms | tok/sec: 734,322 | mfu: 29.8% | epoch: 1 | remaining: 1127s    
step 00216 (12.0%) | loss: 3.324289 | lrm: 1.00 | dt: 358ms | tok/sec: 731,771 | mfu: 29.7% | epoch: 1 | remaining: 1126s    
step 00217 (12.1%) | loss: 3.325345 | lrm: 1.00 | dt: 357ms | tok/sec: 734,673 | mfu: 29.8% | epoch: 1 | remaining: 1126s    
step 00218 (12.1%) | loss: 3.325347 | lrm: 1.00 | dt: 356ms | tok/sec: 736,634 | mfu: 29.9% | epoch: 1 | remaining: 1126s    
step 00219 (12.2%) | loss: 3.319184 | lrm: 1.00 | dt: 354ms | tok/sec: 739,596 | mfu: 30.0% | epoch: 1 | remaining: 1125s    
step 00220 (12.2%) | loss: 3.318930 | lrm: 1.00 | dt: 355ms | tok/sec: 737,880 | mfu: 29.9% | epoch: 1 | remaining: 1125s    
step 00221 (12.3%) | loss: 3.318865 | lrm: 1.00 | dt: 360ms | tok/sec: 728,023 | mfu: 29.5% | epoch: 1 | remaining: 1125s    
step 00222 (12.3%) | loss: 3.315562 | lrm: 1.00 | dt: 359ms | tok/sec: 730,892 | mfu: 29.6% | epoch: 1 | remaining: 1124s    
step 00223 (12.4%) | loss: 3.317304 | lrm: 1.00 | dt: 358ms | tok/sec: 732,569 | mfu: 29.7% | epoch: 1 | remaining: 1124s    
step 00224 (12.4%) | loss: 3.320758 | lrm: 1.00 | dt: 357ms | tok/sec: 735,211 | mfu: 29.8% | epoch: 1 | remaining: 1124s    
step 00225 (12.5%) | loss: 3.321681 | lrm: 1.00 | dt: 356ms | tok/sec: 735,673 | mfu: 29.8% | epoch: 1 | remaining: 1123s    
step 00226 (12.6%) | loss: 3.321411 | lrm: 1.00 | dt: 355ms | tok/sec: 738,584 | mfu: 29.9% | epoch: 1 | remaining: 1123s    
step 00227 (12.6%) | loss: 3.317081 | lrm: 1.00 | dt: 357ms | tok/sec: 734,575 | mfu: 29.8% | epoch: 1 | remaining: 1123s    
step 00228 (12.7%) | loss: 3.320062 | lrm: 1.00 | dt: 357ms | tok/sec: 733,417 | mfu: 29.7% | epoch: 1 | remaining: 1122s    
step 00229 (12.7%) | loss: 3.314739 | lrm: 1.00 | dt: 358ms | tok/sec: 732,416 | mfu: 29.7% | epoch: 1 | remaining: 1122s    
step 00230 (12.8%) | loss: 3.320503 | lrm: 1.00 | dt: 355ms | tok/sec: 738,770 | mfu: 30.0% | epoch: 1 | remaining: 1121s    
step 00231 (12.8%) | loss: 3.321594 | lrm: 1.00 | dt: 357ms | tok/sec: 734,984 | mfu: 29.8% | epoch: 1 | remaining: 1121s    
step 00232 (12.9%) | loss: 3.321498 | lrm: 1.00 | dt: 356ms | tok/sec: 736,667 | mfu: 29.9% | epoch: 1 | remaining: 1121s    
step 00233 (12.9%) | loss: 3.318622 | lrm: 1.00 | dt: 355ms | tok/sec: 738,265 | mfu: 29.9% | epoch: 1 | remaining: 1120s    
step 00234 (13.0%) | loss: 3.313705 | lrm: 1.00 | dt: 358ms | tok/sec: 731,658 | mfu: 29.7% | epoch: 1 | remaining: 1120s    
step 00235 (13.1%) | loss: 3.315588 | lrm: 1.00 | dt: 359ms | tok/sec: 729,830 | mfu: 29.6% | epoch: 1 | remaining: 1120s    
step 00236 (13.1%) | loss: 3.317841 | lrm: 1.00 | dt: 355ms | tok/sec: 738,935 | mfu: 30.0% | epoch: 1 | remaining: 1119s    
step 00237 (13.2%) | loss: 3.317430 | lrm: 1.00 | dt: 356ms | tok/sec: 736,197 | mfu: 29.9% | epoch: 1 | remaining: 1119s    
step 00238 (13.2%) | loss: 3.312617 | lrm: 1.00 | dt: 358ms | tok/sec: 732,955 | mfu: 29.7% | epoch: 1 | remaining: 1119s    
step 00239 (13.3%) | loss: 3.309206 | lrm: 1.00 | dt: 356ms | tok/sec: 735,902 | mfu: 29.8% | epoch: 1 | remaining: 1118s    
step 00240 (13.3%) | loss: 3.308438 | lrm: 1.00 | dt: 356ms | tok/sec: 736,311 | mfu: 29.9% | epoch: 1 | remaining: 1118s    
step 00241 (13.4%) | loss: 3.308003 | lrm: 1.00 | dt: 359ms | tok/sec: 730,743 | mfu: 29.6% | epoch: 1 | remaining: 1118s    
step 00242 (13.4%) | loss: 3.309274 | lrm: 1.00 | dt: 357ms | tok/sec: 733,816 | mfu: 29.8% | epoch: 1 | remaining: 1117s    
step 00243 (13.5%) | loss: 3.303622 | lrm: 1.00 | dt: 355ms | tok/sec: 737,574 | mfu: 29.9% | epoch: 1 | remaining: 1117s    
step 00244 (13.6%) | loss: 3.292537 | lrm: 1.00 | dt: 356ms | tok/sec: 735,696 | mfu: 29.8% | epoch: 1 | remaining: 1116s    
step 00245 (13.6%) | loss: 3.285647 | lrm: 1.00 | dt: 356ms | tok/sec: 735,901 | mfu: 29.8% | epoch: 1 | remaining: 1116s    
step 00246 (13.7%) | loss: 3.283222 | lrm: 1.00 | dt: 357ms | tok/sec: 733,798 | mfu: 29.8% | epoch: 1 | remaining: 1116s    
step 00247 (13.7%) | loss: 3.281800 | lrm: 1.00 | dt: 357ms | tok/sec: 734,195 | mfu: 29.8% | epoch: 1 | remaining: 1115s    
step 00248 (13.8%) | loss: 3.280989 | lrm: 1.00 | dt: 360ms | tok/sec: 729,009 | mfu: 29.6% | epoch: 1 | remaining: 1115s    
step 00249 (13.8%) | loss: 3.283347 | lrm: 1.00 | dt: 355ms | tok/sec: 737,493 | mfu: 29.9% | epoch: 1 | remaining: 1115s    
step 00250 (13.9%) | loss: 3.283656 | lrm: 1.00 | dt: 355ms | tok/sec: 738,552 | mfu: 29.9% | epoch: 1 | remaining: 1114s    
step 00251 (13.9%) | loss: 3.284853 | lrm: 1.00 | dt: 357ms | tok/sec: 734,403 | mfu: 29.8% | epoch: 1 | remaining: 1114s    
step 00252 (14.0%) | loss: 3.280024 | lrm: 1.00 | dt: 357ms | tok/sec: 733,513 | mfu: 29.7% | epoch: 1 | remaining: 1114s    
step 00253 (14.1%) | loss: 3.278523 | lrm: 1.00 | dt: 357ms | tok/sec: 734,689 | mfu: 29.8% | epoch: 1 | remaining: 1113s    
step 00254 (14.1%) | loss: 3.274509 | lrm: 1.00 | dt: 359ms | tok/sec: 729,774 | mfu: 29.6% | epoch: 1 | remaining: 1113s    
step 00255 (14.2%) | loss: 3.276821 | lrm: 1.00 | dt: 359ms | tok/sec: 729,321 | mfu: 29.6% | epoch: 1 | remaining: 1113s    
step 00256 (14.2%) | loss: 3.270531 | lrm: 1.00 | dt: 357ms | tok/sec: 733,898 | mfu: 29.8% | epoch: 1 | remaining: 1112s    
step 00257 (14.3%) | loss: 3.268667 | lrm: 1.00 | dt: 356ms | tok/sec: 735,951 | mfu: 29.8% | epoch: 1 | remaining: 1112s    
step 00258 (14.3%) | loss: 3.270596 | lrm: 1.00 | dt: 357ms | tok/sec: 734,826 | mfu: 29.8% | epoch: 1 | remaining: 1111s    
step 00259 (14.4%) | loss: 3.267195 | lrm: 1.00 | dt: 357ms | tok/sec: 733,295 | mfu: 29.7% | epoch: 1 | remaining: 1111s    
step 00260 (14.4%) | loss: 3.264018 | lrm: 1.00 | dt: 358ms | tok/sec: 732,343 | mfu: 29.7% | epoch: 1 | remaining: 1111s    
step 00261 (14.5%) | loss: 3.262802 | lrm: 1.00 | dt: 359ms | tok/sec: 729,902 | mfu: 29.6% | epoch: 1 | remaining: 1110s    
step 00262 (14.6%) | loss: 3.263083 | lrm: 1.00 | dt: 357ms | tok/sec: 734,240 | mfu: 29.8% | epoch: 1 | remaining: 1110s    
step 00263 (14.6%) | loss: 3.261493 | lrm: 1.00 | dt: 358ms | tok/sec: 732,651 | mfu: 29.7% | epoch: 1 | remaining: 1110s    
step 00264 (14.7%) | loss: 3.259595 | lrm: 1.00 | dt: 357ms | tok/sec: 733,507 | mfu: 29.7% | epoch: 1 | remaining: 1109s    
step 00265 (14.7%) | loss: 3.258796 | lrm: 1.00 | dt: 358ms | tok/sec: 733,197 | mfu: 29.7% | epoch: 1 | remaining: 1109s    
step 00266 (14.8%) | loss: 3.256461 | lrm: 1.00 | dt: 356ms | tok/sec: 736,688 | mfu: 29.9% | epoch: 1 | remaining: 1109s    
step 00267 (14.8%) | loss: 3.254465 | lrm: 1.00 | dt: 356ms | tok/sec: 737,203 | mfu: 29.9% | epoch: 1 | remaining: 1108s    
step 00268 (14.9%) | loss: 3.257288 | lrm: 1.00 | dt: 359ms | tok/sec: 729,995 | mfu: 29.6% | epoch: 1 | remaining: 1108s    
step 00269 (14.9%) | loss: 3.255385 | lrm: 1.00 | dt: 358ms | tok/sec: 732,736 | mfu: 29.7% | epoch: 1 | remaining: 1108s    
step 00270 (15.0%) | loss: 3.249439 | lrm: 1.00 | dt: 357ms | tok/sec: 733,547 | mfu: 29.7% | epoch: 1 | remaining: 1107s    
step 00271 (15.1%) | loss: 3.251125 | lrm: 1.00 | dt: 356ms | tok/sec: 736,242 | mfu: 29.9% | epoch: 1 | remaining: 1107s    
step 00272 (15.1%) | loss: 3.247863 | lrm: 1.00 | dt: 359ms | tok/sec: 730,830 | mfu: 29.6% | epoch: 1 | remaining: 1106s    
step 00273 (15.2%) | loss: 3.244890 | lrm: 1.00 | dt: 355ms | tok/sec: 739,344 | mfu: 30.0% | epoch: 1 | remaining: 1106s    
step 00274 (15.2%) | loss: 3.239414 | lrm: 1.00 | dt: 356ms | tok/sec: 736,613 | mfu: 29.9% | epoch: 1 | remaining: 1106s    
step 00275 (15.3%) | loss: 3.240480 | lrm: 1.00 | dt: 357ms | tok/sec: 735,146 | mfu: 29.8% | epoch: 1 | remaining: 1105s    
step 00276 (15.3%) | loss: 3.238498 | lrm: 1.00 | dt: 359ms | tok/sec: 730,938 | mfu: 29.6% | epoch: 1 | remaining: 1105s    
step 00277 (15.4%) | loss: 3.233448 | lrm: 1.00 | dt: 359ms | tok/sec: 729,816 | mfu: 29.6% | epoch: 1 | remaining: 1105s    
step 00278 (15.4%) | loss: 3.237659 | lrm: 1.00 | dt: 358ms | tok/sec: 731,619 | mfu: 29.7% | epoch: 1 | remaining: 1104s    
step 00279 (15.5%) | loss: 3.231993 | lrm: 1.00 | dt: 359ms | tok/sec: 731,138 | mfu: 29.6% | epoch: 1 | remaining: 1104s    
step 00280 (15.6%) | loss: 3.225449 | lrm: 1.00 | dt: 357ms | tok/sec: 735,080 | mfu: 29.8% | epoch: 1 | remaining: 1104s    
step 00281 (15.6%) | loss: 3.224028 | lrm: 1.00 | dt: 356ms | tok/sec: 736,699 | mfu: 29.9% | epoch: 1 | remaining: 1103s    
step 00282 (15.7%) | loss: 3.219931 | lrm: 1.00 | dt: 355ms | tok/sec: 737,669 | mfu: 29.9% | epoch: 1 | remaining: 1103s    
step 00283 (15.7%) | loss: 3.218699 | lrm: 1.00 | dt: 358ms | tok/sec: 731,325 | mfu: 29.7% | epoch: 1 | remaining: 1103s    
step 00284 (15.8%) | loss: 3.218259 | lrm: 1.00 | dt: 360ms | tok/sec: 729,128 | mfu: 29.6% | epoch: 1 | remaining: 1102s    
step 00285 (15.8%) | loss: 3.220187 | lrm: 1.00 | dt: 357ms | tok/sec: 733,947 | mfu: 29.8% | epoch: 1 | remaining: 1102s    
step 00286 (15.9%) | loss: 3.220176 | lrm: 1.00 | dt: 359ms | tok/sec: 729,841 | mfu: 29.6% | epoch: 1 | remaining: 1101s    
step 00287 (15.9%) | loss: 3.221736 | lrm: 1.00 | dt: 359ms | tok/sec: 729,594 | mfu: 29.6% | epoch: 1 | remaining: 1101s    
step 00288 (16.0%) | loss: 3.218815 | lrm: 1.00 | dt: 358ms | tok/sec: 733,238 | mfu: 29.7% | epoch: 1 | remaining: 1101s    
step 00289 (16.1%) | loss: 3.216915 | lrm: 1.00 | dt: 356ms | tok/sec: 736,644 | mfu: 29.9% | epoch: 1 | remaining: 1100s    
step 00290 (16.1%) | loss: 3.223325 | lrm: 1.00 | dt: 356ms | tok/sec: 735,437 | mfu: 29.8% | epoch: 1 | remaining: 1100s    
step 00291 (16.2%) | loss: 3.223228 | lrm: 1.00 | dt: 355ms | tok/sec: 739,114 | mfu: 30.0% | epoch: 1 | remaining: 1100s    
step 00292 (16.2%) | loss: 3.221118 | lrm: 1.00 | dt: 357ms | tok/sec: 733,887 | mfu: 29.8% | epoch: 1 | remaining: 1099s    
step 00293 (16.3%) | loss: 3.221529 | lrm: 1.00 | dt: 357ms | tok/sec: 733,381 | mfu: 29.7% | epoch: 1 | remaining: 1099s    
step 00294 (16.3%) | loss: 3.219836 | lrm: 1.00 | dt: 357ms | tok/sec: 733,749 | mfu: 29.8% | epoch: 1 | remaining: 1099s    
step 00295 (16.4%) | loss: 3.222443 | lrm: 1.00 | dt: 359ms | tok/sec: 730,905 | mfu: 29.6% | epoch: 1 | remaining: 1098s    
step 00296 (16.4%) | loss: 3.224347 | lrm: 1.00 | dt: 355ms | tok/sec: 738,623 | mfu: 30.0% | epoch: 1 | remaining: 1098s    
step 00297 (16.5%) | loss: 3.227713 | lrm: 1.00 | dt: 355ms | tok/sec: 738,353 | mfu: 29.9% | epoch: 1 | remaining: 1098s    
step 00298 (16.6%) | loss: 3.223229 | lrm: 1.00 | dt: 359ms | tok/sec: 730,671 | mfu: 29.6% | epoch: 1 | remaining: 1097s    
step 00299 (16.6%) | loss: 3.223373 | lrm: 1.00 | dt: 356ms | tok/sec: 736,544 | mfu: 29.9% | epoch: 1 | remaining: 1097s    
step 00300 (16.7%) | loss: 3.214963 | lrm: 1.00 | dt: 357ms | tok/sec: 733,354 | mfu: 29.7% | epoch: 1 | remaining: 1096s    
step 00301 (16.7%) | loss: 3.210909 | lrm: 1.00 | dt: 358ms | tok/sec: 733,015 | mfu: 29.7% | epoch: 1 | remaining: 1096s    
step 00302 (16.8%) | loss: 3.210699 | lrm: 1.00 | dt: 356ms | tok/sec: 737,376 | mfu: 29.9% | epoch: 1 | remaining: 1096s    
step 00303 (16.8%) | loss: 3.211657 | lrm: 1.00 | dt: 355ms | tok/sec: 738,746 | mfu: 30.0% | epoch: 1 | remaining: 1095s    
step 00304 (16.9%) | loss: 3.212821 | lrm: 1.00 | dt: 357ms | tok/sec: 735,303 | mfu: 29.8% | epoch: 1 | remaining: 1095s    
step 00305 (16.9%) | loss: 3.211541 | lrm: 1.00 | dt: 360ms | tok/sec: 728,663 | mfu: 29.5% | epoch: 1 | remaining: 1095s    
step 00306 (17.0%) | loss: 3.208412 | lrm: 1.00 | dt: 357ms | tok/sec: 735,011 | mfu: 29.8% | epoch: 1 | remaining: 1094s    
step 00307 (17.1%) | loss: 3.208475 | lrm: 1.00 | dt: 357ms | tok/sec: 734,823 | mfu: 29.8% | epoch: 1 | remaining: 1094s    
step 00308 (17.1%) | loss: 3.213253 | lrm: 1.00 | dt: 356ms | tok/sec: 736,322 | mfu: 29.9% | epoch: 1 | remaining: 1094s    
step 00309 (17.2%) | loss: 3.213645 | lrm: 1.00 | dt: 356ms | tok/sec: 736,023 | mfu: 29.8% | epoch: 1 | remaining: 1093s    
step 00310 (17.2%) | loss: 3.213798 | lrm: 1.00 | dt: 355ms | tok/sec: 739,057 | mfu: 30.0% | epoch: 1 | remaining: 1093s    
step 00311 (17.3%) | loss: 3.209975 | lrm: 1.00 | dt: 359ms | tok/sec: 730,979 | mfu: 29.6% | epoch: 1 | remaining: 1093s    
