Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 12, 'n_head': 6, 'n_kv_head': 6, 'n_embd': 768, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 6,291,456
  value_embeds            : 37,748,736
  lm_head                 : 6,291,456
  transformer_matrices    : 198,182,016
  scalars                 : 24
  total                   : 248,513,688
Estimated FLOPs per token: 1.304698e+09
Scaling AdamW LRs by 1/sqrt(768/768) = 1.000000
Time budget: 1200s
Gradient accumulation steps: 4

step 00000 (0.0%) | loss: 9.011059 | lrm: 1.00 | dt: 10302ms | tok/sec: 25,446 | mfu: 3.4% | epoch: 1 | remaining: 1200s    
step 00001 (0.1%) | loss: 9.225107 | lrm: 1.00 | dt: 714ms | tok/sec: 367,348 | mfu: 48.4% | epoch: 1 | remaining: 1200s    
step 00002 (0.1%) | loss: 9.015347 | lrm: 1.00 | dt: 745ms | tok/sec: 351,910 | mfu: 46.4% | epoch: 1 | remaining: 1200s    
step 00003 (0.2%) | loss: 8.599188 | lrm: 1.00 | dt: 738ms | tok/sec: 355,259 | mfu: 46.8% | epoch: 1 | remaining: 1200s    
step 00004 (0.2%) | loss: 8.156565 | lrm: 1.00 | dt: 735ms | tok/sec: 356,766 | mfu: 47.0% | epoch: 1 | remaining: 1200s    
step 00005 (0.3%) | loss: 7.803615 | lrm: 1.00 | dt: 734ms | tok/sec: 357,139 | mfu: 47.1% | epoch: 1 | remaining: 1200s    
step 00006 (0.3%) | loss: 7.499400 | lrm: 1.00 | dt: 740ms | tok/sec: 354,044 | mfu: 46.7% | epoch: 1 | remaining: 1200s    
step 00007 (0.4%) | loss: 7.248910 | lrm: 1.00 | dt: 739ms | tok/sec: 354,652 | mfu: 46.8% | epoch: 1 | remaining: 1200s    
step 00008 (0.4%) | loss: 7.033448 | lrm: 1.00 | dt: 730ms | tok/sec: 359,160 | mfu: 47.4% | epoch: 1 | remaining: 1200s    
step 00009 (0.5%) | loss: 6.846090 | lrm: 1.00 | dt: 732ms | tok/sec: 357,973 | mfu: 47.2% | epoch: 1 | remaining: 1200s    
step 00010 (0.6%) | loss: 6.693722 | lrm: 1.00 | dt: 740ms | tok/sec: 354,112 | mfu: 46.7% | epoch: 1 | remaining: 1200s    
step 00011 (0.6%) | loss: 6.553266 | lrm: 1.00 | dt: 738ms | tok/sec: 355,067 | mfu: 46.8% | epoch: 1 | remaining: 1199s    
step 00012 (0.7%) | loss: 6.426588 | lrm: 1.00 | dt: 741ms | tok/sec: 353,741 | mfu: 46.6% | epoch: 1 | remaining: 1199s    
step 00013 (0.7%) | loss: 6.326165 | lrm: 1.00 | dt: 738ms | tok/sec: 355,071 | mfu: 46.8% | epoch: 1 | remaining: 1198s    
step 00155 (8.6%) | loss: 3.537089 | lrm: 1.00 | dt: 748ms | tok/sec: 350,276 | mfu: 46.2% | epoch: 1 | remaining: 1092s    
step 00156 (8.7%) | loss: 3.531228 | lrm: 1.00 | dt: 748ms | tok/sec: 350,452 | mfu: 46.2% | epoch: 1 | remaining: 1091s    
step 00157 (8.7%) | loss: 3.514060 | lrm: 1.00 | dt: 750ms | tok/sec: 349,422 | mfu: 46.1% | epoch: 1 | remaining: 1090s    
step 00158 (8.8%) | loss: 3.504812 | lrm: 1.00 | dt: 752ms | tok/sec: 348,683 | mfu: 46.0% | epoch: 1 | remaining: 1090s    
step 00159 (8.8%) | loss: 3.511216 | lrm: 1.00 | dt: 749ms | tok/sec: 350,152 | mfu: 46.2% | epoch: 1 | remaining: 1089s    
step 00160 (8.9%) | loss: 3.501035 | lrm: 1.00 | dt: 747ms | tok/sec: 350,860 | mfu: 46.3% | epoch: 1 | remaining: 1088s    
step 00161 (8.9%) | loss: 3.495026 | lrm: 1.00 | dt: 753ms | tok/sec: 348,201 | mfu: 45.9% | epoch: 1 | remaining: 1087s    
step 00162 (9.0%) | loss: 3.479745 | lrm: 1.00 | dt: 751ms | tok/sec: 349,023 | mfu: 46.0% | epoch: 1 | remaining: 1087s    
step 00163 (9.1%) | loss: 3.466638 | lrm: 1.00 | dt: 747ms | tok/sec: 350,799 | mfu: 46.3% | epoch: 1 | remaining: 1086s    
step 00164 (9.1%) | loss: 3.462944 | lrm: 1.00 | dt: 748ms | tok/sec: 350,241 | mfu: 46.2% | epoch: 1 | remaining: 1085s    
step 00165 (9.2%) | loss: 3.453848 | lrm: 1.00 | dt: 746ms | tok/sec: 351,602 | mfu: 46.4% | epoch: 1 | remaining: 1084s    
step 00166 (9.2%) | loss: 3.444471 | lrm: 1.00 | dt: 752ms | tok/sec: 348,742 | mfu: 46.0% | epoch: 1 | remaining: 1084s    
step 00167 (9.3%) | loss: 3.445703 | lrm: 1.00 | dt: 747ms | tok/sec: 350,706 | mfu: 46.2% | epoch: 1 | remaining: 1083s    
step 00168 (9.3%) | loss: 3.446032 | lrm: 1.00 | dt: 750ms | tok/sec: 349,386 | mfu: 46.1% | epoch: 1 | remaining: 1082s    
step 00169 (9.4%) | loss: 3.441811 | lrm: 1.00 | dt: 751ms | tok/sec: 349,275 | mfu: 46.1% | epoch: 1 | remaining: 1081s    
step 00170 (9.4%) | loss: 3.436965 | lrm: 1.00 | dt: 747ms | tok/sec: 351,159 | mfu: 46.3% | epoch: 1 | remaining: 1081s    
step 00171 (9.5%) | loss: 3.442240 | lrm: 1.00 | dt: 750ms | tok/sec: 349,515 | mfu: 46.1% | epoch: 1 | remaining: 1080s    
step 00172 (9.6%) | loss: 3.430097 | lrm: 1.00 | dt: 751ms | tok/sec: 349,093 | mfu: 46.0% | epoch: 1 | remaining: 1079s    
step 00173 (9.6%) | loss: 3.425676 | lrm: 1.00 | dt: 748ms | tok/sec: 350,413 | mfu: 46.2% | epoch: 1 | remaining: 1078s    
step 00174 (9.7%) | loss: 3.421399 | lrm: 1.00 | dt: 751ms | tok/sec: 349,240 | mfu: 46.0% | epoch: 1 | remaining: 1078s    
step 00175 (9.7%) | loss: 3.419299 | lrm: 1.00 | dt: 748ms | tok/sec: 350,410 | mfu: 46.2% | epoch: 1 | remaining: 1077s    
step 00176 (9.8%) | loss: 3.415246 | lrm: 1.00 | dt: 750ms | tok/sec: 349,702 | mfu: 46.1% | epoch: 1 | remaining: 1076s    
step 00177 (9.8%) | loss: 3.406003 | lrm: 1.00 | dt: 750ms | tok/sec: 349,633 | mfu: 46.1% | epoch: 1 | remaining: 1075s    
step 00178 (9.9%) | loss: 3.403376 | lrm: 1.00 | dt: 752ms | tok/sec: 348,644 | mfu: 46.0% | epoch: 1 | remaining: 1075s    
step 00179 (9.9%) | loss: 3.398177 | lrm: 1.00 | dt: 750ms | tok/sec: 349,606 | mfu: 46.1% | epoch: 1 | remaining: 1074s    
step 00180 (10.0%) | loss: 3.401196 | lrm: 1.00 | dt: 749ms | tok/sec: 350,100 | mfu: 46.2% | epoch: 1 | remaining: 1073s    
step 00181 (10.1%) | loss: 3.399139 | lrm: 1.00 | dt: 751ms | tok/sec: 349,267 | mfu: 46.1% | epoch: 1 | remaining: 1072s    
step 00182 (10.1%) | loss: 3.391218 | lrm: 1.00 | dt: 750ms | tok/sec: 349,572 | mfu: 46.1% | epoch: 1 | remaining: 1072s    
step 00183 (10.2%) | loss: 3.386996 | lrm: 1.00 | dt: 749ms | tok/sec: 350,086 | mfu: 46.2% | epoch: 1 | remaining: 1071s    
step 00184 (10.2%) | loss: 3.382462 | lrm: 1.00 | dt: 752ms | tok/sec: 348,511 | mfu: 46.0% | epoch: 1 | remaining: 1070s    
step 00185 (10.3%) | loss: 3.381548 | lrm: 1.00 | dt: 751ms | tok/sec: 349,183 | mfu: 46.0% | epoch: 1 | remaining: 1069s    
step 00186 (10.3%) | loss: 3.381330 | lrm: 1.00 | dt: 749ms | tok/sec: 349,993 | mfu: 46.1% | epoch: 1 | remaining: 1069s    
step 00187 (10.4%) | loss: 3.379788 | lrm: 1.00 | dt: 748ms | tok/sec: 350,304 | mfu: 46.2% | epoch: 1 | remaining: 1068s    
step 00188 (10.4%) | loss: 3.378654 | lrm: 1.00 | dt: 752ms | tok/sec: 348,705 | mfu: 46.0% | epoch: 1 | remaining: 1067s    
step 00189 (10.5%) | loss: 3.371121 | lrm: 1.00 | dt: 750ms | tok/sec: 349,599 | mfu: 46.1% | epoch: 1 | remaining: 1066s    
step 00190 (10.6%) | loss: 3.375071 | lrm: 1.00 | dt: 744ms | tok/sec: 352,311 | mfu: 46.5% | epoch: 1 | remaining: 1066s    
step 00191 (10.6%) | loss: 3.378754 | lrm: 1.00 | dt: 750ms | tok/sec: 349,374 | mfu: 46.1% | epoch: 1 | remaining: 1065s    
step 00192 (10.7%) | loss: 3.385726 | lrm: 1.00 | dt: 750ms | tok/sec: 349,474 | mfu: 46.1% | epoch: 1 | remaining: 1064s    
step 00193 (10.7%) | loss: 3.380061 | lrm: 1.00 | dt: 748ms | tok/sec: 350,520 | mfu: 46.2% | epoch: 1 | remaining: 1063s    
step 00194 (10.8%) | loss: 3.378413 | lrm: 1.00 | dt: 745ms | tok/sec: 351,820 | mfu: 46.4% | epoch: 1 | remaining: 1063s    
step 00195 (10.8%) | loss: 3.367372 | lrm: 1.00 | dt: 752ms | tok/sec: 348,820 | mfu: 46.0% | epoch: 1 | remaining: 1062s    
step 00196 (10.9%) | loss: 3.362398 | lrm: 1.00 | dt: 749ms | tok/sec: 349,866 | mfu: 46.1% | epoch: 1 | remaining: 1061s    
step 00197 (10.9%) | loss: 3.362569 | lrm: 1.00 | dt: 753ms | tok/sec: 348,361 | mfu: 45.9% | epoch: 1 | remaining: 1060s    
step 00198 (11.0%) | loss: 3.355818 | lrm: 1.00 | dt: 749ms | tok/sec: 350,014 | mfu: 46.2% | epoch: 1 | remaining: 1060s    
step 00199 (11.1%) | loss: 3.354410 | lrm: 1.00 | dt: 749ms | tok/sec: 350,066 | mfu: 46.2% | epoch: 1 | remaining: 1059s    
step 00200 (11.1%) | loss: 3.345151 | lrm: 1.00 | dt: 750ms | tok/sec: 349,474 | mfu: 46.1% | epoch: 1 | remaining: 1058s    
step 00201 (11.2%) | loss: 3.346509 | lrm: 1.00 | dt: 749ms | tok/sec: 349,959 | mfu: 46.1% | epoch: 1 | remaining: 1057s    
step 00202 (11.2%) | loss: 3.339943 | lrm: 1.00 | dt: 752ms | tok/sec: 348,471 | mfu: 45.9% | epoch: 1 | remaining: 1057s    
step 00203 (11.3%) | loss: 3.331170 | lrm: 1.00 | dt: 747ms | tok/sec: 350,848 | mfu: 46.3% | epoch: 1 | remaining: 1056s    
step 00204 (11.3%) | loss: 3.321318 | lrm: 1.00 | dt: 749ms | tok/sec: 350,150 | mfu: 46.2% | epoch: 1 | remaining: 1055s    
step 00205 (11.4%) | loss: 3.313658 | lrm: 1.00 | dt: 753ms | tok/sec: 348,131 | mfu: 45.9% | epoch: 1 | remaining: 1054s    
step 00206 (11.4%) | loss: 3.306044 | lrm: 1.00 | dt: 748ms | tok/sec: 350,545 | mfu: 46.2% | epoch: 1 | remaining: 1054s    
step 00207 (11.5%) | loss: 3.301375 | lrm: 1.00 | dt: 752ms | tok/sec: 348,492 | mfu: 46.0% | epoch: 1 | remaining: 1053s    
step 00208 (11.6%) | loss: 3.278936 | lrm: 1.00 | dt: 747ms | tok/sec: 350,939 | mfu: 46.3% | epoch: 1 | remaining: 1052s    
step 00209 (11.6%) | loss: 3.267735 | lrm: 1.00 | dt: 751ms | tok/sec: 349,001 | mfu: 46.0% | epoch: 1 | remaining: 1051s    
step 00210 (11.7%) | loss: 3.266158 | lrm: 1.00 | dt: 749ms | tok/sec: 349,791 | mfu: 46.1% | epoch: 1 | remaining: 1051s    
step 00211 (11.7%) | loss: 3.277561 | lrm: 1.00 | dt: 751ms | tok/sec: 349,248 | mfu: 46.0% | epoch: 1 | remaining: 1050s    
step 00212 (11.8%) | loss: 3.273294 | lrm: 1.00 | dt: 749ms | tok/sec: 349,913 | mfu: 46.1% | epoch: 1 | remaining: 1049s    
step 00213 (11.8%) | loss: 3.282404 | lrm: 1.00 | dt: 751ms | tok/sec: 349,258 | mfu: 46.1% | epoch: 1 | remaining: 1048s    
step 00214 (11.9%) | loss: 3.268860 | lrm: 1.00 | dt: 753ms | tok/sec: 348,149 | mfu: 45.9% | epoch: 1 | remaining: 1048s    
step 00215 (11.9%) | loss: 3.261124 | lrm: 1.00 | dt: 748ms | tok/sec: 350,373 | mfu: 46.2% | epoch: 1 | remaining: 1047s    
step 00216 (12.0%) | loss: 3.261855 | lrm: 1.00 | dt: 749ms | tok/sec: 349,816 | mfu: 46.1% | epoch: 1 | remaining: 1046s    
step 00217 (12.1%) | loss: 3.260524 | lrm: 1.00 | dt: 749ms | tok/sec: 350,123 | mfu: 46.2% | epoch: 1 | remaining: 1045s    
step 00218 (12.1%) | loss: 3.254763 | lrm: 1.00 | dt: 750ms | tok/sec: 349,611 | mfu: 46.1% | epoch: 1 | remaining: 1045s    
step 00219 (12.2%) | loss: 3.250764 | lrm: 1.00 | dt: 746ms | tok/sec: 351,569 | mfu: 46.4% | epoch: 1 | remaining: 1044s    
step 00220 (12.2%) | loss: 3.246866 | lrm: 1.00 | dt: 751ms | tok/sec: 349,046 | mfu: 46.0% | epoch: 1 | remaining: 1043s    
step 00221 (12.3%) | loss: 3.253901 | lrm: 1.00 | dt: 751ms | tok/sec: 349,012 | mfu: 46.0% | epoch: 1 | remaining: 1042s    
step 00222 (12.3%) | loss: 3.244753 | lrm: 1.00 | dt: 750ms | tok/sec: 349,446 | mfu: 46.1% | epoch: 1 | remaining: 1042s    
step 00223 (12.4%) | loss: 3.250796 | lrm: 1.00 | dt: 749ms | tok/sec: 350,120 | mfu: 46.2% | epoch: 1 | remaining: 1041s    
step 00224 (12.4%) | loss: 3.250176 | lrm: 1.00 | dt: 750ms | tok/sec: 349,673 | mfu: 46.1% | epoch: 1 | remaining: 1040s    
step 00225 (12.5%) | loss: 3.252553 | lrm: 1.00 | dt: 753ms | tok/sec: 348,001 | mfu: 45.9% | epoch: 1 | remaining: 1039s    
step 00226 (12.6%) | loss: 3.265084 | lrm: 1.00 | dt: 750ms | tok/sec: 349,570 | mfu: 46.1% | epoch: 1 | remaining: 1039s    
step 00227 (12.6%) | loss: 3.265090 | lrm: 1.00 | dt: 753ms | tok/sec: 348,236 | mfu: 45.9% | epoch: 1 | remaining: 1038s    
step 00228 (12.7%) | loss: 3.268245 | lrm: 1.00 | dt: 751ms | tok/sec: 349,150 | mfu: 46.0% | epoch: 1 | remaining: 1037s    
step 00229 (12.7%) | loss: 3.260510 | lrm: 1.00 | dt: 753ms | tok/sec: 348,130 | mfu: 45.9% | epoch: 1 | remaining: 1036s    
step 00230 (12.8%) | loss: 3.267166 | lrm: 1.00 | dt: 754ms | tok/sec: 347,663 | mfu: 45.8% | epoch: 1 | remaining: 1036s    
step 00231 (12.8%) | loss: 3.276082 | lrm: 1.00 | dt: 749ms | tok/sec: 350,045 | mfu: 46.2% | epoch: 1 | remaining: 1035s    
step 00232 (12.9%) | loss: 3.266018 | lrm: 1.00 | dt: 750ms | tok/sec: 349,473 | mfu: 46.1% | epoch: 1 | remaining: 1034s    
step 00233 (12.9%) | loss: 3.260017 | lrm: 1.00 | dt: 756ms | tok/sec: 346,843 | mfu: 45.7% | epoch: 1 | remaining: 1033s    
step 00234 (13.0%) | loss: 3.259525 | lrm: 1.00 | dt: 755ms | tok/sec: 347,332 | mfu: 45.8% | epoch: 1 | remaining: 1033s    
step 00235 (13.1%) | loss: 3.264626 | lrm: 1.00 | dt: 749ms | tok/sec: 350,172 | mfu: 46.2% | epoch: 1 | remaining: 1032s    
step 00236 (13.1%) | loss: 3.264449 | lrm: 1.00 | dt: 753ms | tok/sec: 348,298 | mfu: 45.9% | epoch: 1 | remaining: 1031s    
step 00237 (13.2%) | loss: 3.267838 | lrm: 1.00 | dt: 750ms | tok/sec: 349,642 | mfu: 46.1% | epoch: 1 | remaining: 1030s    
step 00238 (13.2%) | loss: 3.265075 | lrm: 1.00 | dt: 749ms | tok/sec: 350,055 | mfu: 46.2% | epoch: 1 | remaining: 1030s    
step 00239 (13.3%) | loss: 3.266496 | lrm: 1.00 | dt: 754ms | tok/sec: 347,759 | mfu: 45.9% | epoch: 1 | remaining: 1029s    
step 00240 (13.3%) | loss: 3.264074 | lrm: 1.00 | dt: 749ms | tok/sec: 350,033 | mfu: 46.2% | epoch: 1 | remaining: 1028s    
step 00241 (13.4%) | loss: 3.265079 | lrm: 1.00 | dt: 749ms | tok/sec: 350,119 | mfu: 46.2% | epoch: 1 | remaining: 1027s    
step 00242 (13.4%) | loss: 3.265532 | lrm: 1.00 | dt: 748ms | tok/sec: 350,478 | mfu: 46.2% | epoch: 1 | remaining: 1027s    
step 00243 (13.5%) | loss: 3.258618 | lrm: 1.00 | dt: 752ms | tok/sec: 348,761 | mfu: 46.0% | epoch: 1 | remaining: 1026s    
step 00244 (13.6%) | loss: 3.238863 | lrm: 1.00 | dt: 750ms | tok/sec: 349,329 | mfu: 46.1% | epoch: 1 | remaining: 1025s    
step 00245 (13.6%) | loss: 3.234008 | lrm: 1.00 | dt: 745ms | tok/sec: 351,806 | mfu: 46.4% | epoch: 1 | remaining: 1024s    
step 00246 (13.7%) | loss: 3.235669 | lrm: 1.00 | dt: 752ms | tok/sec: 348,657 | mfu: 46.0% | epoch: 1 | remaining: 1024s    
step 00247 (13.7%) | loss: 3.241854 | lrm: 1.00 | dt: 754ms | tok/sec: 347,813 | mfu: 45.9% | epoch: 1 | remaining: 1023s    
step 00248 (13.8%) | loss: 3.238665 | lrm: 1.00 | dt: 750ms | tok/sec: 349,454 | mfu: 46.1% | epoch: 1 | remaining: 1022s    
step 00249 (13.8%) | loss: 3.246415 | lrm: 1.00 | dt: 753ms | tok/sec: 348,248 | mfu: 45.9% | epoch: 1 | remaining: 1021s    
step 00250 (13.9%) | loss: 3.247068 | lrm: 1.00 | dt: 747ms | tok/sec: 351,046 | mfu: 46.3% | epoch: 1 | remaining: 1021s    
step 00251 (13.9%) | loss: 3.246414 | lrm: 1.00 | dt: 751ms | tok/sec: 349,120 | mfu: 46.0% | epoch: 1 | remaining: 1020s    
step 00252 (14.0%) | loss: 3.243905 | lrm: 1.00 | dt: 748ms | tok/sec: 350,442 | mfu: 46.2% | epoch: 1 | remaining: 1019s    
step 00253 (14.1%) | loss: 3.236601 | lrm: 1.00 | dt: 750ms | tok/sec: 349,365 | mfu: 46.1% | epoch: 1 | remaining: 1018s    
step 00254 (14.1%) | loss: 3.224738 | lrm: 1.00 | dt: 748ms | tok/sec: 350,227 | mfu: 46.2% | epoch: 1 | remaining: 1018s    
step 00255 (14.2%) | loss: 3.226695 | lrm: 1.00 | dt: 751ms | tok/sec: 349,191 | mfu: 46.0% | epoch: 1 | remaining: 1017s    
step 00256 (14.2%) | loss: 3.212993 | lrm: 1.00 | dt: 751ms | tok/sec: 349,028 | mfu: 46.0% | epoch: 1 | remaining: 1016s    
step 00257 (14.3%) | loss: 3.219510 | lrm: 1.00 | dt: 750ms | tok/sec: 349,561 | mfu: 46.1% | epoch: 1 | remaining: 1015s    
step 00258 (14.3%) | loss: 3.220554 | lrm: 1.00 | dt: 752ms | tok/sec: 348,582 | mfu: 46.0% | epoch: 1 | remaining: 1015s    
step 00259 (14.4%) | loss: 3.214273 | lrm: 1.00 | dt: 749ms | tok/sec: 349,852 | mfu: 46.1% | epoch: 1 | remaining: 1014s    
step 00260 (14.4%) | loss: 3.217436 | lrm: 1.00 | dt: 752ms | tok/sec: 348,658 | mfu: 46.0% | epoch: 1 | remaining: 1013s    
step 00261 (14.5%) | loss: 3.213271 | lrm: 1.00 | dt: 749ms | tok/sec: 349,885 | mfu: 46.1% | epoch: 1 | remaining: 1012s    
step 00262 (14.6%) | loss: 3.211842 | lrm: 1.00 | dt: 752ms | tok/sec: 348,661 | mfu: 46.0% | epoch: 1 | remaining: 1012s    
step 00263 (14.6%) | loss: 3.214906 | lrm: 1.00 | dt: 749ms | tok/sec: 350,054 | mfu: 46.2% | epoch: 1 | remaining: 1011s    
step 00264 (14.7%) | loss: 3.217371 | lrm: 1.00 | dt: 748ms | tok/sec: 350,409 | mfu: 46.2% | epoch: 1 | remaining: 1010s    
step 00265 (14.7%) | loss: 3.211572 | lrm: 1.00 | dt: 747ms | tok/sec: 350,775 | mfu: 46.3% | epoch: 1 | remaining: 1009s    
step 00266 (14.8%) | loss: 3.201302 | lrm: 1.00 | dt: 751ms | tok/sec: 348,961 | mfu: 46.0% | epoch: 1 | remaining: 1009s    
step 00267 (14.8%) | loss: 3.190161 | lrm: 1.00 | dt: 753ms | tok/sec: 347,920 | mfu: 45.9% | epoch: 1 | remaining: 1008s    
step 00268 (14.9%) | loss: 3.189713 | lrm: 1.00 | dt: 748ms | tok/sec: 350,303 | mfu: 46.2% | epoch: 1 | remaining: 1007s    
step 00269 (14.9%) | loss: 3.180342 | lrm: 1.00 | dt: 747ms | tok/sec: 350,782 | mfu: 46.3% | epoch: 1 | remaining: 1006s    
step 00270 (15.0%) | loss: 3.174729 | lrm: 1.00 | dt: 749ms | tok/sec: 350,023 | mfu: 46.2% | epoch: 1 | remaining: 1006s    
step 00271 (15.1%) | loss: 3.175697 | lrm: 1.00 | dt: 750ms | tok/sec: 349,388 | mfu: 46.1% | epoch: 1 | remaining: 1005s    
step 00272 (15.1%) | loss: 3.179313 | lrm: 1.00 | dt: 751ms | tok/sec: 349,181 | mfu: 46.0% | epoch: 1 | remaining: 1004s    
step 00273 (15.2%) | loss: 3.164354 | lrm: 1.00 | dt: 748ms | tok/sec: 350,280 | mfu: 46.2% | epoch: 1 | remaining: 1003s    
step 00274 (15.2%) | loss: 3.156140 | lrm: 1.00 | dt: 750ms | tok/sec: 349,524 | mfu: 46.1% | epoch: 1 | remaining: 1003s    
step 00275 (15.3%) | loss: 3.165619 | lrm: 1.00 | dt: 750ms | tok/sec: 349,459 | mfu: 46.1% | epoch: 1 | remaining: 1002s    
step 00276 (15.3%) | loss: 3.166377 | lrm: 1.00 | dt: 751ms | tok/sec: 349,292 | mfu: 46.1% | epoch: 1 | remaining: 1001s    
step 00277 (15.4%) | loss: 3.163556 | lrm: 1.00 | dt: 750ms | tok/sec: 349,725 | mfu: 46.1% | epoch: 1 | remaining: 1000s    
step 00278 (15.4%) | loss: 3.168983 | lrm: 1.00 | dt: 752ms | tok/sec: 348,645 | mfu: 46.0% | epoch: 1 | remaining: 1000s    
step 00279 (15.5%) | loss: 3.161430 | lrm: 1.00 | dt: 755ms | tok/sec: 347,402 | mfu: 45.8% | epoch: 1 | remaining: 999s    
step 00280 (15.6%) | loss: 3.162161 | lrm: 1.00 | dt: 753ms | tok/sec: 348,346 | mfu: 45.9% | epoch: 1 | remaining: 998s    
step 00281 (15.6%) | loss: 3.161544 | lrm: 1.00 | dt: 752ms | tok/sec: 348,772 | mfu: 46.0% | epoch: 1 | remaining: 997s    
step 00282 (15.7%) | loss: 3.147251 | lrm: 1.00 | dt: 749ms | tok/sec: 349,992 | mfu: 46.1% | epoch: 1 | remaining: 997s    
step 00283 (15.7%) | loss: 3.137387 | lrm: 1.00 | dt: 751ms | tok/sec: 349,233 | mfu: 46.0% | epoch: 1 | remaining: 996s    
step 00284 (15.8%) | loss: 3.141263 | lrm: 1.00 | dt: 747ms | tok/sec: 350,803 | mfu: 46.3% | epoch: 1 | remaining: 995s    
step 00285 (15.8%) | loss: 3.145448 | lrm: 1.00 | dt: 753ms | tok/sec: 348,123 | mfu: 45.9% | epoch: 1 | remaining: 994s    
step 00286 (15.9%) | loss: 3.141329 | lrm: 1.00 | dt: 748ms | tok/sec: 350,299 | mfu: 46.2% | epoch: 1 | remaining: 994s    
step 00287 (15.9%) | loss: 3.134969 | lrm: 1.00 | dt: 752ms | tok/sec: 348,439 | mfu: 45.9% | epoch: 1 | remaining: 993s    
step 00288 (16.0%) | loss: 3.126245 | lrm: 1.00 | dt: 749ms | tok/sec: 350,195 | mfu: 46.2% | epoch: 1 | remaining: 992s    
step 00289 (16.1%) | loss: 3.122946 | lrm: 1.00 | dt: 752ms | tok/sec: 348,680 | mfu: 46.0% | epoch: 1 | remaining: 991s    
step 00290 (16.1%) | loss: 3.130350 | lrm: 1.00 | dt: 753ms | tok/sec: 348,168 | mfu: 45.9% | epoch: 1 | remaining: 991s    
step 00291 (16.2%) | loss: 3.135138 | lrm: 1.00 | dt: 750ms | tok/sec: 349,307 | mfu: 46.1% | epoch: 1 | remaining: 990s    
step 00292 (16.2%) | loss: 3.138402 | lrm: 1.00 | dt: 748ms | tok/sec: 350,432 | mfu: 46.2% | epoch: 1 | remaining: 989s    
step 00293 (16.3%) | loss: 3.140139 | lrm: 1.00 | dt: 754ms | tok/sec: 347,710 | mfu: 45.8% | epoch: 1 | remaining: 988s    
step 00294 (16.3%) | loss: 3.143156 | lrm: 1.00 | dt: 752ms | tok/sec: 348,416 | mfu: 45.9% | epoch: 1 | remaining: 988s    
step 00295 (16.4%) | loss: 3.150052 | lrm: 1.00 | dt: 749ms | tok/sec: 349,814 | mfu: 46.1% | epoch: 1 | remaining: 987s    
step 00296 (16.4%) | loss: 3.150721 | lrm: 1.00 | dt: 747ms | tok/sec: 351,110 | mfu: 46.3% | epoch: 1 | remaining: 986s    
step 00297 (16.5%) | loss: 3.152268 | lrm: 1.00 | dt: 753ms | tok/sec: 348,161 | mfu: 45.9% | epoch: 1 | remaining: 985s    
step 00298 (16.6%) | loss: 3.150576 | lrm: 1.00 | dt: 754ms | tok/sec: 347,550 | mfu: 45.8% | epoch: 1 | remaining: 985s    
step 00299 (16.6%) | loss: 3.156549 | lrm: 1.00 | dt: 751ms | tok/sec: 349,070 | mfu: 46.0% | epoch: 1 | remaining: 984s    
step 00300 (16.7%) | loss: 3.150899 | lrm: 1.00 | dt: 748ms | tok/sec: 350,626 | mfu: 46.2% | epoch: 1 | remaining: 983s    
step 00301 (16.7%) | loss: 3.142184 | lrm: 1.00 | dt: 750ms | tok/sec: 349,548 | mfu: 46.1% | epoch: 1 | remaining: 982s    
step 00302 (16.8%) | loss: 3.140762 | lrm: 1.00 | dt: 758ms | tok/sec: 346,001 | mfu: 45.6% | epoch: 1 | remaining: 982s    
step 00303 (16.8%) | loss: 3.139920 | lrm: 1.00 | dt: 751ms | tok/sec: 349,133 | mfu: 46.0% | epoch: 1 | remaining: 981s    
step 00304 (16.9%) | loss: 3.144369 | lrm: 1.00 | dt: 748ms | tok/sec: 350,648 | mfu: 46.2% | epoch: 1 | remaining: 980s    
step 00305 (16.9%) | loss: 3.147799 | lrm: 1.00 | dt: 749ms | tok/sec: 350,166 | mfu: 46.2% | epoch: 1 | remaining: 979s    
step 00306 (17.0%) | loss: 3.143375 | lrm: 1.00 | dt: 752ms | tok/sec: 348,733 | mfu: 46.0% | epoch: 1 | remaining: 979s    
step 00307 (17.1%) | loss: 3.134911 | lrm: 1.00 | dt: 752ms | tok/sec: 348,765 | mfu: 46.0% | epoch: 1 | remaining: 978s    
step 00308 (17.1%) | loss: 3.136366 | lrm: 1.00 | dt: 749ms | tok/sec: 350,121 | mfu: 46.2% | epoch: 1 | remaining: 977s    
step 00309 (17.2%) | loss: 3.133524 | lrm: 1.00 | dt: 751ms | tok/sec: 349,044 | mfu: 46.0% | epoch: 1 | remaining: 976s    
step 00310 (17.2%) | loss: 3.131838 | lrm: 1.00 | dt: 750ms | tok/sec: 349,707 | mfu: 46.1% | epoch: 1 | remaining: 976s    
step 00311 (17.3%) | loss: 3.115811 | lrm: 1.00 | dt: 751ms | tok/sec: 349,061 | mfu: 46.0% | epoch: 1 | remaining: 975s    
step 00312 (17.3%) | loss: 3.117019 | lrm: 1.00 | dt: 750ms | tok/sec: 349,332 | mfu: 46.1% | epoch: 1 | remaining: 974s    
