Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 10, 'n_kv_head': 10, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 49,153,600
  scalars                 : 20
  total                   : 85,853,780
Estimated FLOPs per token: 3.873274e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 450s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011343 | lrm: 1.00 | dt: 24330ms | tok/sec: 10,774 | mfu: 0.4% | epoch: 1 | remaining: 450s    
step 00394 (22.1%) | loss: 3.158673 | lrm: 1.00 | dt: 259ms | tok/sec: 1,013,717 | mfu: 39.7% | epoch: 1 | remaining: 350s    
step 00395 (22.1%) | loss: 3.158060 | lrm: 1.00 | dt: 258ms | tok/sec: 1,014,145 | mfu: 39.7% | epoch: 1 | remaining: 350s    
step 00396 (22.2%) | loss: 3.160026 | lrm: 1.00 | dt: 259ms | tok/sec: 1,012,602 | mfu: 39.6% | epoch: 1 | remaining: 350s    
step 00397 (22.3%) | loss: 3.151479 | lrm: 1.00 | dt: 261ms | tok/sec: 1,006,002 | mfu: 39.4% | epoch: 1 | remaining: 350s    
step 00398 (22.3%) | loss: 3.148504 | lrm: 1.00 | dt: 258ms | tok/sec: 1,014,853 | mfu: 39.7% | epoch: 1 | remaining: 349s    
step 00399 (22.4%) | loss: 3.147137 | lrm: 1.00 | dt: 257ms | tok/sec: 1,018,436 | mfu: 39.9% | epoch: 1 | remaining: 349s    
step 00400 (22.4%) | loss: 3.145343 | lrm: 1.00 | dt: 259ms | tok/sec: 1,011,661 | mfu: 39.6% | epoch: 1 | remaining: 349s    
step 00401 (22.5%) | loss: 3.144976 | lrm: 1.00 | dt: 259ms | tok/sec: 1,012,683 | mfu: 39.6% | epoch: 1 | remaining: 349s    
step 00402 (22.6%) | loss: 3.146668 | lrm: 1.00 | dt: 258ms | tok/sec: 1,016,993 | mfu: 39.8% | epoch: 1 | remaining: 348s    
step 00403 (22.6%) | loss: 3.146819 | lrm: 1.00 | dt: 258ms | tok/sec: 1,017,404 | mfu: 39.8% | epoch: 1 | remaining: 348s    
step 00404 (22.7%) | loss: 3.146266 | lrm: 1.00 | dt: 260ms | tok/sec: 1,007,697 | mfu: 39.4% | epoch: 1 | remaining: 348s    
step 00405 (22.7%) | loss: 3.147703 | lrm: 1.00 | dt: 258ms | tok/sec: 1,014,244 | mfu: 39.7% | epoch: 1 | remaining: 347s    
step 00406 (22.8%) | loss: 3.145556 | lrm: 1.00 | dt: 257ms | tok/sec: 1,019,516 | mfu: 39.9% | epoch: 1 | remaining: 347s    
step 00407 (22.8%) | loss: 3.144101 | lrm: 1.00 | dt: 258ms | tok/sec: 1,014,125 | mfu: 39.7% | epoch: 1 | remaining: 347s    
step 00408 (22.9%) | loss: 3.142406 | lrm: 1.00 | dt: 260ms | tok/sec: 1,009,285 | mfu: 39.5% | epoch: 1 | remaining: 347s    
step 00409 (23.0%) | loss: 3.139672 | lrm: 1.00 | dt: 259ms | tok/sec: 1,011,183 | mfu: 39.6% | epoch: 1 | remaining: 346s    
step 00410 (23.0%) | loss: 3.139337 | lrm: 1.00 | dt: 258ms | tok/sec: 1,016,810 | mfu: 39.8% | epoch: 1 | remaining: 346s    
step 00411 (23.1%) | loss: 3.130872 | lrm: 1.00 | dt: 260ms | tok/sec: 1,009,184 | mfu: 39.5% | epoch: 1 | remaining: 346s    
step 00412 (23.1%) | loss: 3.132893 | lrm: 1.00 | dt: 260ms | tok/sec: 1,008,149 | mfu: 39.5% | epoch: 1 | remaining: 346s    
step 00413 (23.2%) | loss: 3.131223 | lrm: 1.00 | dt: 258ms | tok/sec: 1,015,504 | mfu: 39.8% | epoch: 1 | remaining: 345s    
step 00414 (23.2%) | loss: 3.130473 | lrm: 1.00 | dt: 259ms | tok/sec: 1,012,810 | mfu: 39.6% | epoch: 1 | remaining: 345s    
step 00415 (23.3%) | loss: 3.129553 | lrm: 1.00 | dt: 258ms | tok/sec: 1,014,439 | mfu: 39.7% | epoch: 1 | remaining: 345s    
step 00416 (23.4%) | loss: 3.128802 | lrm: 1.00 | dt: 259ms | tok/sec: 1,013,687 | mfu: 39.7% | epoch: 1 | remaining: 345s    
step 00417 (23.4%) | loss: 3.130255 | lrm: 1.00 | dt: 260ms | tok/sec: 1,006,861 | mfu: 39.4% | epoch: 1 | remaining: 344s    
step 00418 (23.5%) | loss: 3.129979 | lrm: 1.00 | dt: 258ms | tok/sec: 1,017,066 | mfu: 39.8% | epoch: 1 | remaining: 344s    
step 00419 (23.5%) | loss: 3.127823 | lrm: 1.00 | dt: 258ms | tok/sec: 1,014,641 | mfu: 39.7% | epoch: 1 | remaining: 344s    
step 00420 (23.6%) | loss: 3.128978 | lrm: 1.00 | dt: 258ms | tok/sec: 1,015,382 | mfu: 39.7% | epoch: 1 | remaining: 344s    
step 00421 (23.6%) | loss: 3.124063 | lrm: 1.00 | dt: 258ms | tok/sec: 1,018,027 | mfu: 39.8% | epoch: 1 | remaining: 343s    
step 00422 (23.7%) | loss: 3.123171 | lrm: 1.00 | dt: 257ms | tok/sec: 1,019,263 | mfu: 39.9% | epoch: 1 | remaining: 343s    
step 00423 (23.8%) | loss: 3.128820 | lrm: 1.00 | dt: 259ms | tok/sec: 1,012,006 | mfu: 39.6% | epoch: 1 | remaining: 343s    
step 00424 (23.8%) | loss: 3.131531 | lrm: 1.00 | dt: 259ms | tok/sec: 1,011,772 | mfu: 39.6% | epoch: 1 | remaining: 343s    
step 00425 (23.9%) | loss: 3.126768 | lrm: 1.00 | dt: 259ms | tok/sec: 1,014,023 | mfu: 39.7% | epoch: 1 | remaining: 342s    
step 00426 (23.9%) | loss: 3.125910 | lrm: 1.00 | dt: 259ms | tok/sec: 1,013,869 | mfu: 39.7% | epoch: 1 | remaining: 342s    
step 00427 (24.0%) | loss: 3.121336 | lrm: 1.00 | dt: 258ms | tok/sec: 1,014,895 | mfu: 39.7% | epoch: 1 | remaining: 342s    
step 00428 (24.0%) | loss: 3.117635 | lrm: 1.00 | dt: 260ms | tok/sec: 1,008,472 | mfu: 39.5% | epoch: 1 | remaining: 342s    
step 00429 (24.1%) | loss: 3.115146 | lrm: 1.00 | dt: 260ms | tok/sec: 1,009,850 | mfu: 39.5% | epoch: 1 | remaining: 341s    
step 00430 (24.2%) | loss: 3.117703 | lrm: 1.00 | dt: 258ms | tok/sec: 1,016,386 | mfu: 39.8% | epoch: 1 | remaining: 341s    
step 00431 (24.2%) | loss: 3.115934 | lrm: 1.00 | dt: 259ms | tok/sec: 1,013,512 | mfu: 39.7% | epoch: 1 | remaining: 341s    
step 00432 (24.3%) | loss: 3.111748 | lrm: 1.00 | dt: 259ms | tok/sec: 1,011,882 | mfu: 39.6% | epoch: 1 | remaining: 341s    
step 00433 (24.3%) | loss: 3.114215 | lrm: 1.00 | dt: 259ms | tok/sec: 1,013,670 | mfu: 39.7% | epoch: 1 | remaining: 340s    
step 00434 (24.4%) | loss: 3.117280 | lrm: 1.00 | dt: 257ms | tok/sec: 1,021,901 | mfu: 40.0% | epoch: 1 | remaining: 340s    
step 00435 (24.4%) | loss: 3.119306 | lrm: 1.00 | dt: 257ms | tok/sec: 1,020,285 | mfu: 39.9% | epoch: 1 | remaining: 340s    
step 00436 (24.5%) | loss: 3.117884 | lrm: 1.00 | dt: 258ms | tok/sec: 1,017,453 | mfu: 39.8% | epoch: 1 | remaining: 339s    
step 00437 (24.6%) | loss: 3.117418 | lrm: 1.00 | dt: 259ms | tok/sec: 1,010,269 | mfu: 39.5% | epoch: 1 | remaining: 339s    
step 00438 (24.6%) | loss: 3.118037 | lrm: 1.00 | dt: 258ms | tok/sec: 1,014,665 | mfu: 39.7% | epoch: 1 | remaining: 339s    
step 00439 (24.7%) | loss: 3.118400 | lrm: 1.00 | dt: 258ms | tok/sec: 1,014,424 | mfu: 39.7% | epoch: 1 | remaining: 339s    
step 00440 (24.7%) | loss: 3.118519 | lrm: 1.00 | dt: 259ms | tok/sec: 1,010,430 | mfu: 39.6% | epoch: 1 | remaining: 338s    
step 00441 (24.8%) | loss: 3.121384 | lrm: 1.00 | dt: 259ms | tok/sec: 1,011,111 | mfu: 39.6% | epoch: 1 | remaining: 338s    
step 00442 (24.8%) | loss: 3.122307 | lrm: 1.00 | dt: 259ms | tok/sec: 1,011,708 | mfu: 39.6% | epoch: 1 | remaining: 338s    
step 00443 (24.9%) | loss: 3.125209 | lrm: 1.00 | dt: 259ms | tok/sec: 1,011,354 | mfu: 39.6% | epoch: 1 | remaining: 338s    
step 00444 (25.0%) | loss: 3.114591 | lrm: 1.00 | dt: 258ms | tok/sec: 1,014,308 | mfu: 39.7% | epoch: 1 | remaining: 337s    
step 00445 (25.0%) | loss: 3.112169 | lrm: 1.00 | dt: 258ms | tok/sec: 1,017,867 | mfu: 39.8% | epoch: 1 | remaining: 337s    
step 00446 (25.1%) | loss: 3.110075 | lrm: 1.00 | dt: 258ms | tok/sec: 1,017,537 | mfu: 39.8% | epoch: 1 | remaining: 337s    
step 00447 (25.1%) | loss: 3.112655 | lrm: 1.00 | dt: 258ms | tok/sec: 1,016,211 | mfu: 39.8% | epoch: 1 | remaining: 337s    
step 00448 (25.2%) | loss: 3.111466 | lrm: 1.00 | dt: 259ms | tok/sec: 1,010,423 | mfu: 39.6% | epoch: 1 | remaining: 336s    
step 00449 (25.3%) | loss: 3.112111 | lrm: 1.00 | dt: 259ms | tok/sec: 1,013,431 | mfu: 39.7% | epoch: 1 | remaining: 336s    
step 00450 (25.3%) | loss: 3.112939 | lrm: 1.00 | dt: 259ms | tok/sec: 1,013,034 | mfu: 39.7% | epoch: 1 | remaining: 336s    
step 00451 (25.4%) | loss: 3.113947 | lrm: 1.00 | dt: 258ms | tok/sec: 1,015,400 | mfu: 39.7% | epoch: 1 | remaining: 336s    
step 00452 (25.4%) | loss: 3.117355 | lrm: 1.00 | dt: 258ms | tok/sec: 1,014,888 | mfu: 39.7% | epoch: 1 | remaining: 335s    
step 00453 (25.5%) | loss: 3.120272 | lrm: 1.00 | dt: 258ms | tok/sec: 1,017,557 | mfu: 39.8% | epoch: 1 | remaining: 335s    
step 00454 (25.5%) | loss: 3.117296 | lrm: 1.00 | dt: 260ms | tok/sec: 1,009,345 | mfu: 39.5% | epoch: 1 | remaining: 335s    
step 00455 (25.6%) | loss: 3.116974 | lrm: 1.00 | dt: 258ms | tok/sec: 1,017,973 | mfu: 39.8% | epoch: 1 | remaining: 335s    
step 00456 (25.7%) | loss: 3.118568 | lrm: 1.00 | dt: 259ms | tok/sec: 1,013,795 | mfu: 39.7% | epoch: 1 | remaining: 334s    
step 00457 (25.7%) | loss: 3.117245 | lrm: 1.00 | dt: 257ms | tok/sec: 1,018,956 | mfu: 39.9% | epoch: 1 | remaining: 334s    
step 00458 (25.8%) | loss: 3.117157 | lrm: 1.00 | dt: 259ms | tok/sec: 1,011,593 | mfu: 39.6% | epoch: 1 | remaining: 334s    
step 00459 (25.8%) | loss: 3.115322 | lrm: 1.00 | dt: 257ms | tok/sec: 1,018,668 | mfu: 39.9% | epoch: 1 | remaining: 334s    
step 00460 (25.9%) | loss: 3.115103 | lrm: 1.00 | dt: 258ms | tok/sec: 1,016,596 | mfu: 39.8% | epoch: 1 | remaining: 333s    
step 00461 (25.9%) | loss: 3.117799 | lrm: 1.00 | dt: 259ms | tok/sec: 1,011,809 | mfu: 39.6% | epoch: 1 | remaining: 333s    
step 00462 (26.0%) | loss: 3.119343 | lrm: 1.00 | dt: 257ms | tok/sec: 1,019,849 | mfu: 39.9% | epoch: 1 | remaining: 333s    
step 00463 (26.1%) | loss: 3.120620 | lrm: 1.00 | dt: 259ms | tok/sec: 1,012,533 | mfu: 39.6% | epoch: 1 | remaining: 332s    
step 00464 (26.1%) | loss: 3.115287 | lrm: 1.00 | dt: 258ms | tok/sec: 1,016,075 | mfu: 39.8% | epoch: 1 | remaining: 332s    
step 00465 (26.2%) | loss: 3.112617 | lrm: 1.00 | dt: 260ms | tok/sec: 1,007,565 | mfu: 39.4% | epoch: 1 | remaining: 332s    
step 00466 (26.2%) | loss: 3.111073 | lrm: 1.00 | dt: 260ms | tok/sec: 1,008,648 | mfu: 39.5% | epoch: 1 | remaining: 332s    
step 00467 (26.3%) | loss: 3.108051 | lrm: 1.00 | dt: 258ms | tok/sec: 1,014,489 | mfu: 39.7% | epoch: 1 | remaining: 331s    
step 00468 (26.3%) | loss: 3.112272 | lrm: 1.00 | dt: 259ms | tok/sec: 1,012,605 | mfu: 39.6% | epoch: 1 | remaining: 331s    
step 00469 (26.4%) | loss: 3.110754 | lrm: 1.00 | dt: 260ms | tok/sec: 1,007,912 | mfu: 39.5% | epoch: 1 | remaining: 331s    
step 00470 (26.5%) | loss: 3.110279 | lrm: 1.00 | dt: 260ms | tok/sec: 1,009,409 | mfu: 39.5% | epoch: 1 | remaining: 331s    
step 00471 (26.5%) | loss: 3.108289 | lrm: 1.00 | dt: 260ms | tok/sec: 1,009,721 | mfu: 39.5% | epoch: 1 | remaining: 330s    
step 00472 (26.6%) | loss: 3.106256 | lrm: 1.00 | dt: 258ms | tok/sec: 1,014,889 | mfu: 39.7% | epoch: 1 | remaining: 330s    
step 00473 (26.6%) | loss: 3.104159 | lrm: 1.00 | dt: 258ms | tok/sec: 1,016,618 | mfu: 39.8% | epoch: 1 | remaining: 330s    
step 00474 (26.7%) | loss: 3.109408 | lrm: 1.00 | dt: 258ms | tok/sec: 1,017,102 | mfu: 39.8% | epoch: 1 | remaining: 330s    
step 00475 (26.7%) | loss: 3.104322 | lrm: 1.00 | dt: 258ms | tok/sec: 1,015,920 | mfu: 39.8% | epoch: 1 | remaining: 329s    
step 00476 (26.8%) | loss: 3.105168 | lrm: 1.00 | dt: 258ms | tok/sec: 1,016,344 | mfu: 39.8% | epoch: 1 | remaining: 329s    
step 00477 (26.9%) | loss: 3.106650 | lrm: 1.00 | dt: 257ms | tok/sec: 1,019,652 | mfu: 39.9% | epoch: 1 | remaining: 329s    
step 00478 (26.9%) | loss: 3.109606 | lrm: 1.00 | dt: 258ms | tok/sec: 1,017,174 | mfu: 39.8% | epoch: 1 | remaining: 329s    
step 00479 (27.0%) | loss: 3.107039 | lrm: 1.00 | dt: 259ms | tok/sec: 1,010,570 | mfu: 39.6% | epoch: 1 | remaining: 328s    
step 00480 (27.0%) | loss: 3.102070 | lrm: 1.00 | dt: 261ms | tok/sec: 1,005,911 | mfu: 39.4% | epoch: 1 | remaining: 328s    
step 00481 (27.1%) | loss: 3.097305 | lrm: 1.00 | dt: 258ms | tok/sec: 1,015,367 | mfu: 39.7% | epoch: 1 | remaining: 328s    
step 00482 (27.1%) | loss: 3.089471 | lrm: 1.00 | dt: 259ms | tok/sec: 1,013,539 | mfu: 39.7% | epoch: 1 | remaining: 328s    
step 00483 (27.2%) | loss: 3.090066 | lrm: 1.00 | dt: 259ms | tok/sec: 1,011,002 | mfu: 39.6% | epoch: 1 | remaining: 327s    
step 00484 (27.3%) | loss: 3.087616 | lrm: 1.00 | dt: 259ms | tok/sec: 1,010,394 | mfu: 39.6% | epoch: 1 | remaining: 327s    
step 00485 (27.3%) | loss: 3.090094 | lrm: 1.00 | dt: 259ms | tok/sec: 1,012,551 | mfu: 39.6% | epoch: 1 | remaining: 327s    
step 00486 (27.4%) | loss: 3.093419 | lrm: 1.00 | dt: 258ms | tok/sec: 1,017,436 | mfu: 39.8% | epoch: 1 | remaining: 327s    
step 00487 (27.4%) | loss: 3.093801 | lrm: 1.00 | dt: 259ms | tok/sec: 1,011,553 | mfu: 39.6% | epoch: 1 | remaining: 326s    
step 00488 (27.5%) | loss: 3.096727 | lrm: 1.00 | dt: 262ms | tok/sec: 1,000,511 | mfu: 39.2% | epoch: 1 | remaining: 326s    
step 00489 (27.6%) | loss: 3.096346 | lrm: 1.00 | dt: 261ms | tok/sec: 1,004,840 | mfu: 39.3% | epoch: 1 | remaining: 326s    
step 00490 (27.6%) | loss: 3.097494 | lrm: 1.00 | dt: 258ms | tok/sec: 1,017,074 | mfu: 39.8% | epoch: 1 | remaining: 326s    
step 00491 (27.7%) | loss: 3.090319 | lrm: 1.00 | dt: 257ms | tok/sec: 1,021,247 | mfu: 40.0% | epoch: 1 | remaining: 325s    
step 00492 (27.7%) | loss: 3.086662 | lrm: 1.00 | dt: 258ms | tok/sec: 1,015,916 | mfu: 39.8% | epoch: 1 | remaining: 325s    
step 00493 (27.8%) | loss: 3.082814 | lrm: 1.00 | dt: 258ms | tok/sec: 1,014,922 | mfu: 39.7% | epoch: 1 | remaining: 325s    
step 00494 (27.8%) | loss: 3.086928 | lrm: 1.00 | dt: 258ms | tok/sec: 1,017,108 | mfu: 39.8% | epoch: 1 | remaining: 324s    
step 00495 (27.9%) | loss: 3.078746 | lrm: 1.00 | dt: 258ms | tok/sec: 1,016,256 | mfu: 39.8% | epoch: 1 | remaining: 324s    
step 00496 (28.0%) | loss: 3.077832 | lrm: 1.00 | dt: 259ms | tok/sec: 1,012,018 | mfu: 39.6% | epoch: 1 | remaining: 324s    
step 00497 (28.0%) | loss: 3.079966 | lrm: 1.00 | dt: 257ms | tok/sec: 1,018,043 | mfu: 39.9% | epoch: 1 | remaining: 324s    
step 00498 (28.1%) | loss: 3.082647 | lrm: 1.00 | dt: 258ms | tok/sec: 1,015,705 | mfu: 39.8% | epoch: 1 | remaining: 323s    
step 00499 (28.1%) | loss: 3.083378 | lrm: 1.00 | dt: 259ms | tok/sec: 1,011,458 | mfu: 39.6% | epoch: 1 | remaining: 323s    
step 00500 (28.2%) | loss: 3.077565 | lrm: 1.00 | dt: 259ms | tok/sec: 1,010,864 | mfu: 39.6% | epoch: 1 | remaining: 323s    
step 00501 (28.2%) | loss: 3.078612 | lrm: 1.00 | dt: 259ms | tok/sec: 1,011,674 | mfu: 39.6% | epoch: 1 | remaining: 323s    
step 00502 (28.3%) | loss: 3.077606 | lrm: 1.00 | dt: 259ms | tok/sec: 1,011,155 | mfu: 39.6% | epoch: 1 | remaining: 322s    
step 00503 (28.4%) | loss: 3.081197 | lrm: 1.00 | dt: 260ms | tok/sec: 1,008,764 | mfu: 39.5% | epoch: 1 | remaining: 322s    
step 00504 (28.4%) | loss: 3.080650 | lrm: 1.00 | dt: 260ms | tok/sec: 1,007,975 | mfu: 39.5% | epoch: 1 | remaining: 322s    
step 00505 (28.5%) | loss: 3.083334 | lrm: 1.00 | dt: 260ms | tok/sec: 1,008,135 | mfu: 39.5% | epoch: 1 | remaining: 322s    
step 00506 (28.5%) | loss: 3.081872 | lrm: 1.00 | dt: 257ms | tok/sec: 1,019,835 | mfu: 39.9% | epoch: 1 | remaining: 321s    
step 00507 (28.6%) | loss: 3.085277 | lrm: 1.00 | dt: 258ms | tok/sec: 1,016,562 | mfu: 39.8% | epoch: 1 | remaining: 321s    
step 00508 (28.6%) | loss: 3.075720 | lrm: 1.00 | dt: 258ms | tok/sec: 1,015,622 | mfu: 39.8% | epoch: 1 | remaining: 321s    
step 00509 (28.7%) | loss: 3.080753 | lrm: 1.00 | dt: 258ms | tok/sec: 1,016,151 | mfu: 39.8% | epoch: 1 | remaining: 321s    
step 00510 (28.8%) | loss: 3.077421 | lrm: 1.00 | dt: 259ms | tok/sec: 1,012,811 | mfu: 39.6% | epoch: 1 | remaining: 320s    
step 00511 (28.8%) | loss: 3.078395 | lrm: 1.00 | dt: 259ms | tok/sec: 1,010,414 | mfu: 39.6% | epoch: 1 | remaining: 320s    
step 00512 (28.9%) | loss: 3.077332 | lrm: 1.00 | dt: 260ms | tok/sec: 1,008,238 | mfu: 39.5% | epoch: 1 | remaining: 320s    
step 00513 (28.9%) | loss: 3.073436 | lrm: 1.00 | dt: 259ms | tok/sec: 1,012,319 | mfu: 39.6% | epoch: 1 | remaining: 320s    
step 00514 (29.0%) | loss: 3.069682 | lrm: 1.00 | dt: 258ms | tok/sec: 1,017,624 | mfu: 39.8% | epoch: 1 | remaining: 319s    
step 00515 (29.0%) | loss: 3.072185 | lrm: 1.00 | dt: 258ms | tok/sec: 1,016,056 | mfu: 39.8% | epoch: 1 | remaining: 319s    
step 00516 (29.1%) | loss: 3.071885 | lrm: 1.00 | dt: 260ms | tok/sec: 1,009,721 | mfu: 39.5% | epoch: 1 | remaining: 319s    
step 00517 (29.2%) | loss: 3.066941 | lrm: 1.00 | dt: 259ms | tok/sec: 1,012,838 | mfu: 39.6% | epoch: 1 | remaining: 319s    
step 00518 (29.2%) | loss: 3.069569 | lrm: 1.00 | dt: 259ms | tok/sec: 1,013,615 | mfu: 39.7% | epoch: 1 | remaining: 318s    
step 00519 (29.3%) | loss: 3.070736 | lrm: 1.00 | dt: 258ms | tok/sec: 1,015,169 | mfu: 39.7% | epoch: 1 | remaining: 318s    
step 00520 (29.3%) | loss: 3.071839 | lrm: 1.00 | dt: 260ms | tok/sec: 1,007,407 | mfu: 39.4% | epoch: 1 | remaining: 318s    
step 00521 (29.4%) | loss: 3.071644 | lrm: 1.00 | dt: 259ms | tok/sec: 1,011,699 | mfu: 39.6% | epoch: 1 | remaining: 317s    
step 00522 (29.4%) | loss: 3.070490 | lrm: 1.00 | dt: 259ms | tok/sec: 1,010,885 | mfu: 39.6% | epoch: 1 | remaining: 317s    
step 00523 (29.5%) | loss: 3.068882 | lrm: 1.00 | dt: 257ms | tok/sec: 1,018,092 | mfu: 39.9% | epoch: 1 | remaining: 317s    
step 00524 (29.6%) | loss: 3.071467 | lrm: 1.00 | dt: 259ms | tok/sec: 1,011,875 | mfu: 39.6% | epoch: 1 | remaining: 317s    
step 00525 (29.6%) | loss: 3.072201 | lrm: 1.00 | dt: 258ms | tok/sec: 1,016,533 | mfu: 39.8% | epoch: 1 | remaining: 316s    
step 00526 (29.7%) | loss: 3.069011 | lrm: 1.00 | dt: 257ms | tok/sec: 1,018,077 | mfu: 39.9% | epoch: 1 | remaining: 316s    
step 00527 (29.7%) | loss: 3.068997 | lrm: 1.00 | dt: 259ms | tok/sec: 1,012,058 | mfu: 39.6% | epoch: 1 | remaining: 316s    
step 00528 (29.8%) | loss: 3.065856 | lrm: 1.00 | dt: 258ms | tok/sec: 1,015,788 | mfu: 39.8% | epoch: 1 | remaining: 316s    
step 00529 (29.8%) | loss: 3.067250 | lrm: 1.00 | dt: 258ms | tok/sec: 1,017,193 | mfu: 39.8% | epoch: 1 | remaining: 315s    
step 00530 (29.9%) | loss: 3.065627 | lrm: 1.00 | dt: 259ms | tok/sec: 1,013,193 | mfu: 39.7% | epoch: 1 | remaining: 315s    
step 00531 (30.0%) | loss: 3.065292 | lrm: 1.00 | dt: 258ms | tok/sec: 1,016,182 | mfu: 39.8% | epoch: 1 | remaining: 315s    
step 00532 (30.0%) | loss: 3.065233 | lrm: 1.00 | dt: 259ms | tok/sec: 1,010,223 | mfu: 39.5% | epoch: 1 | remaining: 315s    
step 00533 (30.1%) | loss: 3.061629 | lrm: 1.00 | dt: 258ms | tok/sec: 1,015,426 | mfu: 39.7% | epoch: 1 | remaining: 314s    
step 00534 (30.1%) | loss: 3.059777 | lrm: 1.00 | dt: 258ms | tok/sec: 1,015,287 | mfu: 39.7% | epoch: 1 | remaining: 314s    
step 00535 (30.2%) | loss: 3.057908 | lrm: 1.00 | dt: 258ms | tok/sec: 1,016,586 | mfu: 39.8% | epoch: 1 | remaining: 314s    
step 00536 (30.3%) | loss: 3.053632 | lrm: 1.00 | dt: 259ms | tok/sec: 1,013,414 | mfu: 39.7% | epoch: 1 | remaining: 314s    
step 00537 (30.3%) | loss: 3.054961 | lrm: 1.00 | dt: 258ms | tok/sec: 1,017,117 | mfu: 39.8% | epoch: 1 | remaining: 313s    
step 00538 (30.4%) | loss: 3.057937 | lrm: 0.99 | dt: 258ms | tok/sec: 1,017,240 | mfu: 39.8% | epoch: 1 | remaining: 313s    
step 00539 (30.4%) | loss: 3.054890 | lrm: 0.99 | dt: 259ms | tok/sec: 1,010,948 | mfu: 39.6% | epoch: 1 | remaining: 313s    
step 00540 (30.5%) | loss: 3.056357 | lrm: 0.99 | dt: 257ms | tok/sec: 1,021,129 | mfu: 40.0% | epoch: 1 | remaining: 313s    
step 00541 (30.5%) | loss: 3.057930 | lrm: 0.99 | dt: 258ms | tok/sec: 1,015,020 | mfu: 39.7% | epoch: 1 | remaining: 312s    
step 00542 (30.6%) | loss: 3.054634 | lrm: 0.99 | dt: 259ms | tok/sec: 1,011,208 | mfu: 39.6% | epoch: 1 | remaining: 312s    
step 00543 (30.7%) | loss: 3.055774 | lrm: 0.99 | dt: 258ms | tok/sec: 1,014,593 | mfu: 39.7% | epoch: 1 | remaining: 312s    
step 00544 (30.7%) | loss: 3.058038 | lrm: 0.99 | dt: 259ms | tok/sec: 1,011,252 | mfu: 39.6% | epoch: 1 | remaining: 312s    
step 00545 (30.8%) | loss: 3.060392 | lrm: 0.99 | dt: 260ms | tok/sec: 1,009,431 | mfu: 39.5% | epoch: 1 | remaining: 311s    
step 00546 (30.8%) | loss: 3.060243 | lrm: 0.99 | dt: 258ms | tok/sec: 1,014,145 | mfu: 39.7% | epoch: 1 | remaining: 311s    
step 00547 (30.9%) | loss: 3.056835 | lrm: 0.99 | dt: 259ms | tok/sec: 1,011,219 | mfu: 39.6% | epoch: 1 | remaining: 311s    
step 00548 (30.9%) | loss: 3.056764 | lrm: 0.99 | dt: 260ms | tok/sec: 1,009,594 | mfu: 39.5% | epoch: 1 | remaining: 311s    
step 00549 (31.0%) | loss: 3.055295 | lrm: 0.99 | dt: 259ms | tok/sec: 1,010,802 | mfu: 39.6% | epoch: 1 | remaining: 310s    
step 00550 (31.1%) | loss: 3.056359 | lrm: 0.99 | dt: 259ms | tok/sec: 1,012,055 | mfu: 39.6% | epoch: 1 | remaining: 310s    
step 00551 (31.1%) | loss: 3.052504 | lrm: 0.98 | dt: 257ms | tok/sec: 1,020,535 | mfu: 39.9% | epoch: 1 | remaining: 310s    
step 00552 (31.2%) | loss: 3.051623 | lrm: 0.98 | dt: 259ms | tok/sec: 1,011,816 | mfu: 39.6% | epoch: 1 | remaining: 309s    
step 00553 (31.2%) | loss: 3.057829 | lrm: 0.98 | dt: 259ms | tok/sec: 1,011,779 | mfu: 39.6% | epoch: 1 | remaining: 309s    
step 00554 (31.3%) | loss: 3.055869 | lrm: 0.98 | dt: 258ms | tok/sec: 1,015,253 | mfu: 39.7% | epoch: 1 | remaining: 309s    
step 00555 (31.3%) | loss: 3.054602 | lrm: 0.98 | dt: 258ms | tok/sec: 1,016,727 | mfu: 39.8% | epoch: 1 | remaining: 309s    
step 00556 (31.4%) | loss: 3.057229 | lrm: 0.98 | dt: 258ms | tok/sec: 1,017,837 | mfu: 39.8% | epoch: 1 | remaining: 308s    
step 00557 (31.5%) | loss: 3.054239 | lrm: 0.98 | dt: 256ms | tok/sec: 1,023,103 | mfu: 40.0% | epoch: 1 | remaining: 308s    
step 00558 (31.5%) | loss: 3.054228 | lrm: 0.98 | dt: 258ms | tok/sec: 1,015,420 | mfu: 39.7% | epoch: 1 | remaining: 308s    
step 00559 (31.6%) | loss: 3.055567 | lrm: 0.98 | dt: 259ms | tok/sec: 1,013,799 | mfu: 39.7% | epoch: 1 | remaining: 308s    
step 00560 (31.6%) | loss: 3.053703 | lrm: 0.98 | dt: 259ms | tok/sec: 1,012,135 | mfu: 39.6% | epoch: 1 | remaining: 307s    
step 00561 (31.7%) | loss: 3.053417 | lrm: 0.98 | dt: 257ms | tok/sec: 1,021,052 | mfu: 40.0% | epoch: 1 | remaining: 307s    
